beta_A,tG_A,eta_A,coef_A,beta_B,tG_B,eta_B,coef_B,Nx,Ny,pattern,sim,initial_timestep,final_timestep,initial_cell_count,final_cell_count,last_alive_timestep,num_apoptosis,num_extrusion,JobID,JobName,State,ExitCode,Timelimit,Start,End,Elapsed
0.50,100.00,0.10,1.00,0.50,100.00,0.22,1.00,10,10,control,1175,0,785,100,1001,785,1952,1,1667672_1175,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:11:49,2021-07-27T14:43:41,02:31:52
0.50,100.00,0.10,1.00,0.50,100.00,0.22,1.00,10,10,control,1176,0,752,100,997,752,1894,2,1667672_1176,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:11:49,2021-07-27T14:37:27,02:25:38
0.50,100.00,0.10,1.00,0.50,100.00,0.22,1.00,10,10,control,1177,0,759,100,1002,759,1881,6,1667672_1177,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:11:49,2021-07-27T14:44:27,02:32:38
0.50,100.00,0.10,1.00,0.50,100.00,0.22,1.00,10,10,control,1178,0,755,100,1001,755,1978,3,1667672_1178,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:12:53,2021-07-27T14:47:32,02:34:39
0.50,100.00,0.10,1.00,0.50,100.00,0.22,1.00,10,10,control,1179,0,817,100,1002,817,2108,2,1667672_1179,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:13:57,2021-07-27T14:54:39,02:40:42
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1180,0,606,100,1007,606,1351,2,1667672_1180,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:13:57,2021-07-27T14:23:04,02:09:07
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1181,0,657,100,1001,657,1548,4,1667672_1181,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:13:57,2021-07-27T14:26:36,02:12:39
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1182,0,621,100,998,621,1308,6,1667672_1182,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:16:05,2021-07-27T14:14:54,01:58:49
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1183,0,620,100,999,620,1438,8,1667672_1183,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:16:05,2021-07-27T14:24:19,02:08:14
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1184,0,610,100,1007,610,1253,9,1667672_1184,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:17:09,2021-07-27T14:21:22,02:04:13
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1185,0,628,100,998,628,1464,5,1667672_1185,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:19:19,2021-07-27T14:30:50,02:11:31
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1186,0,649,100,1002,649,1475,6,1667672_1186,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:20:23,2021-07-27T14:26:19,02:05:56
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1187,0,622,100,1004,622,1399,1,1667672_1187,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:24:39,2021-07-27T14:48:52,02:24:13
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1188,0,639,100,1002,639,1410,2,1667672_1188,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:24:39,2021-07-27T14:29:51,02:05:12
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1189,0,601,100,1001,601,1296,6,1667672_1189,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:24:39,2021-07-27T14:22:09,01:57:30
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1190,0,629,100,1000,629,1332,10,1667672_1190,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:25:42,2021-07-27T14:31:13,02:05:31
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1191,0,628,100,1003,628,1356,4,1667672_1191,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:26:45,2021-07-27T14:28:45,02:02:00
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1192,0,678,100,998,678,1468,3,1667672_1192,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:27:49,2021-07-27T14:38:53,02:11:04
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1193,0,631,100,1004,631,1420,8,1667672_1193,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:28:52,2021-07-27T14:36:21,02:07:29
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1194,0,628,100,1004,628,1335,2,1667672_1194,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:28:52,2021-07-27T14:30:20,02:01:28
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1195,0,641,100,1000,641,1485,0,1667672_1195,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:29:56,2021-07-27T14:38:16,02:08:20
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1196,0,634,100,1005,634,1423,1,1667672_1196,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:29:56,2021-07-27T14:33:56,02:04:00
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1197,0,639,100,1002,639,1437,8,1667672_1197,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:29:56,2021-07-27T14:38:41,02:08:45
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1198,0,631,100,1001,631,1396,4,1667672_1198,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:29:56,2021-07-27T14:36:37,02:06:41
0.50,100.00,0.10,1.00,0.50,100.00,0.24,1.00,10,10,control,1199,0,654,100,1002,654,1343,7,1667672_1199,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:30:59,2021-07-27T14:33:01,02:02:02
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1200,0,73,100,10,73,164,1,1667672_1200,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:32:03,2021-07-27T12:33:59,00:01:56
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1201,0,80,100,10,80,153,1,1667672_1201,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:33:07,2021-07-27T12:34:54,00:01:47
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1202,0,71,100,10,71,152,1,1667672_1202,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:33:07,2021-07-27T12:34:45,00:01:38
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1203,0,68,100,10,68,157,0,1667672_1203,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:33:07,2021-07-27T12:34:52,00:01:45
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1204,0,78,100,9,78,156,0,1667672_1204,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:34:10,2021-07-27T12:36:04,00:01:54
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1205,0,64,100,10,64,165,0,1667672_1205,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:34:10,2021-07-27T12:35:47,00:01:37
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1206,0,116,100,10,116,167,1,1667672_1206,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:35:14,2021-07-27T12:37:25,00:02:11
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1207,0,103,100,10,103,178,0,1667672_1207,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:35:14,2021-07-27T12:37:33,00:02:19
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1208,0,61,100,9,61,152,1,1667672_1208,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:35:14,2021-07-27T12:36:54,00:01:40
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1209,0,65,100,10,65,154,0,1667672_1209,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:35:14,2021-07-27T12:36:56,00:01:42
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1210,0,72,100,10,72,162,0,1667672_1210,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:35:14,2021-07-27T12:37:04,00:01:50
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1211,0,67,100,10,67,151,0,1667672_1211,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:35:14,2021-07-27T12:36:58,00:01:44
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1212,0,74,100,10,74,155,0,1667672_1212,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:36:18,2021-07-27T12:37:59,00:01:41
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1213,0,79,100,10,79,155,0,1667672_1213,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:36:18,2021-07-27T12:38:08,00:01:50
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1214,0,69,100,10,69,151,0,1667672_1214,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:36:18,2021-07-27T12:37:56,00:01:38
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1215,0,72,100,10,72,156,0,1667672_1215,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:37:21,2021-07-27T12:39:08,00:01:47
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1216,0,77,100,10,77,160,0,1667672_1216,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:37:21,2021-07-27T12:39:13,00:01:52
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1217,0,89,100,10,89,157,1,1667672_1217,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:37:21,2021-07-27T12:39:18,00:01:57
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1218,0,82,100,8,82,175,0,1667672_1218,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:37:21,2021-07-27T12:39:30,00:02:09
0.50,100.00,0.10,1.00,0.60,100.00,0.02,1.00,10,10,control,1219,0,68,100,10,68,148,0,1667672_1219,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:37:21,2021-07-27T12:39:00,00:01:39
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1220,0,117,100,10,117,202,0,1667672_1220,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T12:37:21,2021-07-27T12:40:33,00:03:12
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1221,0,122,100,10,122,174,0,1667672_1221,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:50:10,2021-07-27T16:52:48,00:02:38
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1222,0,122,100,10,122,178,0,1667672_1222,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:51:12,2021-07-27T16:54:13,00:03:01
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1223,0,103,100,10,103,173,1,1667672_1223,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:51:12,2021-07-27T16:53:56,00:02:44
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1224,0,134,100,9,134,190,0,1667672_1224,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:52:15,2021-07-27T16:55:24,00:03:09
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1225,0,95,100,10,95,166,0,1667672_1225,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:52:15,2021-07-27T16:54:52,00:02:37
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1226,0,147,100,9,147,185,0,1667672_1226,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:53:18,2021-07-27T16:56:27,00:03:09
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1227,0,127,100,10,127,168,0,1667672_1227,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:54:21,2021-07-27T16:57:05,00:02:44
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1228,0,119,100,10,119,190,0,1667672_1228,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:54:21,2021-07-27T16:57:35,00:03:14
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1229,0,124,100,9,124,179,0,1667672_1229,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:54:21,2021-07-27T16:57:59,00:03:38
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1230,0,134,100,10,134,191,0,1667672_1230,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:55:23,2021-07-27T16:58:37,00:03:14
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1231,0,121,100,10,121,180,0,1667672_1231,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:55:23,2021-07-27T16:58:33,00:03:10
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1232,0,123,100,9,123,182,0,1667672_1232,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:55:23,2021-07-27T16:58:24,00:03:01
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1233,0,127,100,10,127,176,0,1667672_1233,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:55:23,2021-07-27T16:58:19,00:02:56
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1234,0,112,100,10,112,182,0,1667672_1234,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:55:23,2021-07-27T16:58:24,00:03:01
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1235,0,117,100,10,117,180,0,1667672_1235,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:56:25,2021-07-27T16:59:20,00:02:55
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1236,0,120,100,10,120,175,0,1667672_1236,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:56:25,2021-07-27T16:59:07,00:02:42
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1237,0,163,100,10,163,205,0,1667672_1237,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:57:28,2021-07-27T17:01:13,00:03:45
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1238,0,124,100,10,124,167,2,1667672_1238,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:57:28,2021-07-27T17:00:09,00:02:41
0.50,100.00,0.10,1.00,0.60,100.00,0.04,1.00,10,10,control,1239,0,124,100,8,124,188,0,1667672_1239,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:58:31,2021-07-27T17:01:36,00:03:05
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1240,0,183,100,10,183,208,0,1667672_1240,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:58:31,2021-07-27T17:02:44,00:04:13
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1241,0,199,100,10,199,237,1,1667672_1241,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:58:31,2021-07-27T17:03:44,00:05:13
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1242,0,158,100,9,158,194,0,1667672_1242,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:58:31,2021-07-27T17:02:28,00:03:57
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1243,0,193,100,10,193,205,1,1667672_1243,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:58:31,2021-07-27T17:02:47,00:04:16
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1244,0,135,100,10,135,196,0,1667672_1244,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:58:31,2021-07-27T17:02:19,00:03:48
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1245,0,185,100,10,185,228,1,1667672_1245,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:58:31,2021-07-27T17:03:19,00:04:48
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1246,0,276,100,10,276,232,1,1667672_1246,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:58:31,2021-07-27T17:03:47,00:05:16
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1247,0,212,100,10,212,209,0,1667672_1247,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:58:31,2021-07-27T17:04:31,00:06:00
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1248,0,161,100,9,161,204,1,1667672_1248,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:59:34,2021-07-27T17:03:52,00:04:18
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1249,0,184,100,10,184,210,0,1667672_1249,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:59:34,2021-07-27T17:04:09,00:04:35
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1250,0,176,100,10,176,198,0,1667672_1250,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:59:34,2021-07-27T17:03:35,00:04:01
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1251,0,200,100,10,200,216,1,1667672_1251,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T16:59:34,2021-07-27T17:04:08,00:04:34
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1252,0,197,100,10,197,221,0,1667672_1252,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:00:36,2021-07-27T17:05:35,00:04:59
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1253,0,190,100,10,190,224,1,1667672_1253,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:00:36,2021-07-27T17:05:36,00:05:00
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1254,0,191,100,10,191,203,0,1667672_1254,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:00:36,2021-07-27T17:04:56,00:04:20
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1255,0,178,100,11,178,222,0,1667672_1255,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:00:36,2021-07-27T17:05:09,00:04:33
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1256,0,186,100,10,186,217,0,1667672_1256,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:00:36,2021-07-27T17:05:15,00:04:39
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1257,0,149,100,10,149,197,1,1667672_1257,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:01:38,2021-07-27T17:05:30,00:03:52
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1258,0,181,100,10,181,195,0,1667672_1258,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:01:38,2021-07-27T17:05:50,00:04:12
0.50,100.00,0.10,1.00,0.60,100.00,0.06,1.00,10,10,control,1259,0,214,100,10,214,246,0,1667672_1259,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:01:38,2021-07-27T17:07:07,00:05:29
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1260,0,291,100,11,291,250,0,1667672_1260,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:02:40,2021-07-27T17:09:15,00:06:35
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1261,0,249,100,10,249,243,0,1667672_1261,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:02:40,2021-07-27T17:08:55,00:06:15
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1262,0,347,100,10,347,278,0,1667672_1262,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:02:40,2021-07-27T17:10:32,00:07:52
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1263,0,334,100,10,334,260,0,1667672_1263,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:02:40,2021-07-27T17:09:27,00:06:47
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1264,0,365,100,10,365,283,1,1667672_1264,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:02:40,2021-07-27T17:10:22,00:07:42
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1265,0,295,100,9,295,269,0,1667672_1265,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:02:40,2021-07-27T17:09:50,00:07:10
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1266,0,374,100,10,374,285,0,1667672_1266,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:02:40,2021-07-27T17:10:12,00:07:32
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1267,0,330,100,10,330,281,0,1667672_1267,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:03:43,2021-07-27T17:11:02,00:07:19
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1268,0,335,100,10,335,275,0,1667672_1268,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:03:43,2021-07-27T17:11:08,00:07:25
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1269,0,280,100,10,280,260,0,1667672_1269,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:03:43,2021-07-27T17:10:28,00:06:45
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1270,0,318,100,9,318,274,0,1667672_1270,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:03:43,2021-07-27T17:10:38,00:06:55
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1271,0,267,100,10,267,265,0,1667672_1271,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:04:45,2021-07-27T17:11:33,00:06:48
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1272,0,252,100,10,252,247,0,1667672_1272,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:04:45,2021-07-27T17:10:36,00:05:51
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1273,0,367,100,10,367,269,0,1667672_1273,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:04:45,2021-07-27T17:11:51,00:07:06
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1274,0,318,100,10,318,284,0,1667672_1274,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:04:45,2021-07-27T17:12:23,00:07:38
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1275,0,345,100,10,345,290,0,1667672_1275,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:04:45,2021-07-27T17:13:06,00:08:21
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1276,0,325,100,10,325,291,0,1667672_1276,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:04:45,2021-07-27T17:12:38,00:07:53
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1277,0,333,100,11,333,294,0,1667672_1277,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:04:45,2021-07-27T17:12:28,00:07:43
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1278,0,334,100,10,334,246,0,1667672_1278,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:04:45,2021-07-27T17:11:15,00:06:30
0.50,100.00,0.10,1.00,0.60,100.00,0.08,1.00,10,10,control,1279,0,269,100,10,269,263,0,1667672_1279,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:04:45,2021-07-27T17:12:51,00:08:06
0.50,100.00,0.10,1.00,0.60,100.00,0.10,1.00,10,10,control,1280,0,442,100,9,442,335,0,1667672_1280,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:05:48,2021-07-27T17:16:18,00:10:30
0.50,100.00,0.10,1.00,0.60,100.00,0.10,1.00,10,10,control,1281,0,571,100,10,571,318,0,1667672_1281,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:05:48,2021-07-27T17:15:28,00:09:40
0.50,100.00,0.10,1.00,0.60,100.00,0.10,1.00,10,10,control,1282,0,498,100,11,498,367,0,1667672_1282,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:05:48,2021-07-27T17:17:19,00:11:31
0.50,100.00,0.10,1.00,0.60,100.00,0.10,1.00,10,10,control,1283,0,499,100,10,499,348,0,1667672_1283,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:05:48,2021-07-27T17:16:45,00:10:57
0.50,100.00,0.10,1.00,0.60,100.00,0.10,1.00,10,10,control,1284,0,431,100,10,431,322,0,1667672_1284,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:05:48,2021-07-27T17:15:52,00:10:04
0.50,100.00,0.10,1.00,0.60,100.00,0.10,1.00,10,10,control,1285,0,505,100,9,505,335,0,1667672_1285,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:05:48,2021-07-27T17:16:57,00:11:09
0.50,100.00,0.10,1.00,0.60,100.00,0.10,1.00,10,10,control,1286,0,464,100,10,464,391,0,1667672_1286,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:05:48,2021-07-27T17:18:19,00:12:31
0.50,100.00,0.10,1.00,0.60,100.00,0.10,1.00,10,10,control,1287,0,566,100,10,566,342,0,1667672_1287,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:05:48,2021-07-27T17:16:42,00:10:54
0.50,100.00,0.10,1.00,0.60,100.00,0.10,1.00,10,10,control,1288,0,623,100,10,623,416,0,1667672_1288,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:06:51,2021-07-27T17:20:06,00:13:15
0.50,100.00,0.10,1.00,0.60,100.00,0.10,1.00,10,10,control,1289,0,484,100,10,484,367,0,1667672_1289,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T17:06:51,2021-07-27T17:18:57,00:12:06
