beta_A,tG_A,eta_A,coef_A,beta_B,tG_B,eta_B,coef_B,Nx,Ny,pattern,sim,initial_timestep,final_timestep,initial_cell_count,final_cell_count,last_alive_timestep,num_apoptosis,num_extrusion,JobID,JobName,State,ExitCode,Timelimit,Start,End,Elapsed
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,0,0,413,100,10,413,286,0,1667671_0,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:03:14,2021-07-27T03:10:51,00:07:37
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,1,0,325,100,9,325,275,0,1667671_1,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:03:14,2021-07-27T03:10:08,00:06:54
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,2,0,383,100,10,383,276,0,1667671_2,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:03:14,2021-07-27T03:10:51,00:07:37
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,3,0,284,100,10,284,249,0,1667671_3,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:03:14,2021-07-27T03:09:23,00:06:09
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,4,0,397,100,10,397,265,0,1667671_4,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:03:14,2021-07-27T03:10:12,00:06:58
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,5,0,428,100,10,428,296,0,1667671_5,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:04:16,2021-07-27T03:12:30,00:08:14
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,6,0,342,100,10,342,259,0,1667671_6,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:04:16,2021-07-27T03:10:45,00:06:29
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,7,0,420,100,10,420,279,0,1667671_7,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:04:16,2021-07-27T03:11:31,00:07:15
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,8,0,505,100,10,505,284,0,1667671_8,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:04:16,2021-07-27T03:12:20,00:08:04
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,9,0,433,100,10,433,301,1,1667671_9,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:04:16,2021-07-27T03:13:17,00:09:01
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,10,0,281,100,9,281,259,0,1667671_10,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:04:16,2021-07-27T03:11:01,00:06:45
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,11,0,366,100,10,366,259,0,1667671_11,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:04:16,2021-07-27T03:10:54,00:06:38
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,12,0,451,100,10,451,302,0,1667671_12,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:04:17,2021-07-27T03:13:07,00:08:50
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,13,0,421,100,10,421,279,0,1667671_13,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:05:19,2021-07-27T03:13:01,00:07:42
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,14,0,353,100,10,353,274,0,1667671_14,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:05:19,2021-07-27T03:12:44,00:07:25
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,15,0,507,100,10,507,302,0,1667671_15,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:05:19,2021-07-27T03:13:48,00:08:29
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,16,0,305,100,10,305,259,0,1667671_16,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:05:19,2021-07-27T03:11:45,00:06:26
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,17,0,438,100,10,438,292,0,1667671_17,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:05:19,2021-07-27T03:13:21,00:08:02
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,18,0,266,100,9,266,241,0,1667671_18,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:05:19,2021-07-27T03:11:13,00:05:54
0.50,100.00,0.10,1.00,0.10,100.00,0.02,1.00,10,10,control,19,0,375,100,10,375,294,0,1667671_19,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:05:19,2021-07-27T03:13:41,00:08:22
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,20,0,10000,100,152,10000,9457,1,1667671_20,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:05:19,2021-07-27T10:58:57,07:53:38
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,21,0,10000,100,796,10000,23819,4,1667671_21,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:06:22,2021-07-28T00:25:03,21:18:41
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,22,0,10000,100,289,10000,12903,2,1667671_22,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:06:22,2021-07-27T14:11:41,11:05:19
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,23,0,2472,100,10,2472,1129,0,1667671_23,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:06:22,2021-07-27T03:55:44,00:49:22
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,24,0,10000,100,61,10000,4727,6,1667671_24,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:06:22,2021-07-27T06:53:10,03:46:48
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,25,0,10000,100,171,10000,11577,7,1667671_25,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:07:25,2021-07-27T12:56:09,09:48:44
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,26,0,10000,100,299,10000,9705,3,1667671_26,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:07:25,2021-07-27T11:20:47,08:13:22
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,27,0,10000,100,115,10000,8649,4,1667671_27,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:07:25,2021-07-27T10:04:36,06:57:11
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,28,0,10000,100,169,10000,5938,1,1667671_28,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:07:25,2021-07-27T08:09:05,05:01:40
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,29,0,10000,100,85,10000,5062,2,1667671_29,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:08:28,2021-07-27T07:14:09,04:05:41
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,30,0,10000,100,383,10000,14346,2,1667671_30,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:09:31,2021-07-27T15:43:42,12:34:11
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,31,0,10000,100,352,10000,14129,3,1667671_31,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:09:31,2021-07-27T15:00:16,11:50:45
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,32,0,10000,100,354,10000,11238,3,1667671_32,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:09:31,2021-07-27T12:24:18,09:14:47
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,33,0,10000,100,221,10000,10712,6,1667671_33,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:09:31,2021-07-27T11:56:47,08:47:16
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,34,0,10000,100,122,10000,8528,9,1667671_34,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:10:34,2021-07-27T10:10:14,06:59:40
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,35,0,10000,100,185,10000,6160,4,1667671_35,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:10:34,2021-07-27T08:14:30,05:03:56
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,36,0,10000,100,370,10000,17931,4,1667671_36,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:10:34,2021-07-27T18:14:16,15:03:42
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,37,0,3477,100,9,3477,1240,0,1667671_37,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:10:34,2021-07-27T04:04:30,00:53:56
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,38,0,10000,100,445,10000,17795,2,1667671_38,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:10:34,2021-07-27T18:31:57,15:21:23
0.50,100.00,0.10,1.00,0.10,100.00,0.04,1.00,10,10,control,39,0,10000,100,511,10000,14134,3,1667671_39,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:10:34,2021-07-27T15:51:39,12:41:05
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,40,0,1177,100,1000,1177,3075,0,1667671_40,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:11:37,2021-07-27T06:48:36,03:36:59
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,41,0,1422,100,1009,1422,3494,0,1667671_41,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:11:37,2021-07-27T07:09:12,03:57:35
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,42,0,1197,100,1007,1197,2930,1,1667671_42,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:11:37,2021-07-27T06:39:14,03:27:37
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,43,0,1242,100,1009,1242,2979,0,1667671_43,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:11:37,2021-07-27T06:39:42,03:28:05
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,44,0,1157,100,1000,1157,3044,0,1667671_44,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:11:37,2021-07-27T06:54:19,03:42:42
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,45,0,1173,100,1003,1173,2746,0,1667671_45,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:11:37,2021-07-27T06:32:06,03:20:29
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,46,0,1253,100,1007,1253,2964,0,1667671_46,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:11:37,2021-07-27T06:43:54,03:32:17
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,47,0,1136,100,997,1136,2631,0,1667671_47,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:11:37,2021-07-27T06:21:29,03:09:52
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,48,0,1286,100,1002,1286,2908,0,1667671_48,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:11:37,2021-07-27T06:35:52,03:24:15
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,49,0,1270,100,1000,1270,3124,0,1667671_49,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:11:37,2021-07-27T06:46:24,03:34:47
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,50,0,1210,100,1000,1210,2735,0,1667671_50,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:11:37,2021-07-27T06:31:11,03:19:34
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,51,0,1231,100,1000,1231,3205,0,1667671_51,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:12:41,2021-07-27T06:55:15,03:42:34
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,52,0,1161,100,1005,1161,2932,0,1667671_52,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:12:41,2021-07-27T06:41:43,03:29:02
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,53,0,1283,100,999,1283,3141,0,1667671_53,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:12:41,2021-07-27T07:03:07,03:50:26
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,54,0,1230,100,1001,1230,3044,0,1667671_54,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:12:41,2021-07-27T06:46:11,03:33:30
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,55,0,1266,100,1006,1266,3092,0,1667671_55,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:12:41,2021-07-27T06:48:27,03:35:46
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,56,0,1210,100,1005,1210,2910,2,1667671_56,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:12:41,2021-07-27T06:37:47,03:25:06
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,57,0,1305,100,1012,1305,3328,0,1667671_57,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:12:41,2021-07-27T07:07:13,03:54:32
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,58,0,1249,100,1013,1249,3142,0,1667671_58,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:12:41,2021-07-27T06:49:19,03:36:38
0.50,100.00,0.10,1.00,0.10,100.00,0.06,1.00,10,10,control,59,0,1202,100,1003,1202,2959,0,1667671_59,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:12:41,2021-07-27T06:39:49,03:27:08
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,60,0,672,100,1001,672,1307,0,1667671_60,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:12:41,2021-07-27T05:16:45,02:04:04
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,61,0,728,100,1007,728,1376,0,1667671_61,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:12:41,2021-07-27T05:23:38,02:10:57
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,62,0,726,100,1000,726,1452,0,1667671_62,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:12:41,2021-07-27T05:27:54,02:15:13
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,63,0,747,100,1007,747,1386,1,1667671_63,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:13:44,2021-07-27T05:25:06,02:11:22
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,64,0,719,100,999,719,1329,1,1667671_64,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:13:44,2021-07-27T05:20:25,02:06:41
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,65,0,738,100,1005,738,1312,0,1667671_65,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:13:44,2021-07-27T05:28:20,02:14:36
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,66,0,665,100,1002,665,1102,0,1667671_66,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:13:44,2021-07-27T05:10:49,01:57:05
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,67,0,681,100,1003,681,1231,0,1667671_67,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:13:44,2021-07-27T05:12:00,01:58:16
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,68,0,699,100,1008,699,1288,0,1667671_68,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:13:44,2021-07-27T05:20:46,02:07:02
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,69,0,709,100,998,709,1349,0,1667671_69,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:13:44,2021-07-27T05:20:21,02:06:37
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,70,0,699,100,1003,699,1340,0,1667671_70,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:13:44,2021-07-27T05:18:16,02:04:32
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,71,0,738,100,1004,738,1477,2,1667671_71,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:13:44,2021-07-27T05:28:06,02:14:22
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,72,0,663,100,1003,663,1287,1,1667671_72,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:13:44,2021-07-27T05:17:16,02:03:32
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,73,0,659,100,1012,659,1155,0,1667671_73,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:14:47,2021-07-27T05:15:01,02:00:14
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,74,0,712,100,1005,712,1302,0,1667671_74,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:14:47,2021-07-27T05:20:00,02:05:13
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,75,0,640,100,1001,640,1141,0,1667671_75,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:14:47,2021-07-27T05:08:26,01:53:39
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,76,0,704,100,1013,704,1326,0,1667671_76,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:14:47,2021-07-27T05:29:06,02:14:19
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,77,0,751,100,1006,751,1472,0,1667671_77,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:14:47,2021-07-27T05:31:18,02:16:31
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,78,0,714,100,1004,714,1436,1,1667671_78,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:14:47,2021-07-27T05:27:10,02:12:23
0.50,100.00,0.10,1.00,0.10,100.00,0.08,1.00,10,10,control,79,0,785,100,1002,785,1494,0,1667671_79,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:15:50,2021-07-27T05:29:22,02:13:32
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,80,0,542,100,1000,542,781,4,1667671_80,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:15:50,2021-07-27T04:53:35,01:37:45
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,81,0,555,100,1000,555,759,1,1667671_81,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:15:50,2021-07-27T04:52:02,01:36:12
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,82,0,566,100,1002,566,851,0,1667671_82,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:15:50,2021-07-27T04:58:57,01:43:07
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,83,0,570,100,1002,570,889,0,1667671_83,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:15:50,2021-07-27T05:02:08,01:46:18
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,84,0,547,100,1001,547,781,0,1667671_84,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:15:50,2021-07-27T04:56:17,01:40:27
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,85,0,562,100,1008,562,834,0,1667671_85,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:15:50,2021-07-27T05:04:52,01:49:02
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,86,0,553,100,1001,553,779,0,1667671_86,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:15:50,2021-07-27T04:55:53,01:40:03
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,87,0,563,100,1005,563,846,0,1667671_87,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:15:50,2021-07-27T05:00:37,01:44:47
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,88,0,566,100,1000,566,816,1,1667671_88,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:15:50,2021-07-27T04:55:51,01:40:01
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,89,0,545,100,1004,545,746,2,1667671_89,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:16:54,2021-07-27T04:56:39,01:39:45
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,90,0,564,100,1005,564,845,1,1667671_90,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:17:57,2021-07-27T05:08:03,01:50:06
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,91,0,539,100,1003,539,778,1,1667671_91,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:19:00,2021-07-27T04:59:54,01:40:54
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,92,0,574,100,1000,574,839,0,1667671_92,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:19:00,2021-07-27T05:03:45,01:44:45
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,93,0,531,100,1000,531,733,2,1667671_93,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:19:00,2021-07-27T04:54:43,01:35:43
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,94,0,551,100,999,551,802,0,1667671_94,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:19:00,2021-07-27T05:00:06,01:41:06
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,95,0,555,100,1001,555,815,2,1667671_95,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:20:03,2021-07-27T05:01:58,01:41:55
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,96,0,564,100,1006,564,768,1,1667671_96,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:20:03,2021-07-27T04:59:08,01:39:05
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,97,0,542,100,1003,542,720,2,1667671_97,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:20:03,2021-07-27T04:56:43,01:36:40
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,98,0,540,100,999,540,774,0,1667671_98,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:21:06,2021-07-27T05:00:11,01:39:05
0.50,100.00,0.10,1.00,0.10,100.00,0.10,1.00,10,10,control,99,0,557,100,1000,557,762,1,1667671_99,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:21:06,2021-07-27T05:01:34,01:40:28
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,100,0,487,100,1004,487,579,1,1667671_100,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:22:09,2021-07-27T04:53:43,01:31:34
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,101,0,475,100,1000,475,562,1,1667671_101,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:22:09,2021-07-27T04:49:40,01:27:31
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,102,0,472,100,1000,472,488,6,1667671_102,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:22:09,2021-07-27T04:45:39,01:23:30
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,103,0,484,100,1008,484,546,2,1667671_103,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:23:13,2021-07-27T04:49:55,01:26:42
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,104,0,479,100,1004,479,549,1,1667671_104,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:24:16,2021-07-27T04:52:02,01:27:46
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,105,0,468,100,1000,468,538,0,1667671_105,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:26:23,2021-07-27T04:54:34,01:28:11
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,106,0,481,100,1002,481,540,1,1667671_106,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:27:25,2021-07-27T04:55:38,01:28:13
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,107,0,469,100,999,469,486,1,1667671_107,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:28:29,2021-07-27T04:53:59,01:25:30
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,108,0,467,100,1008,467,513,1,1667671_108,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:30:35,2021-07-27T05:02:40,01:32:05
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,109,0,475,100,1003,475,534,2,1667671_109,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:32:43,2021-07-27T05:04:21,01:31:38
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,110,0,476,100,1000,476,532,0,1667671_110,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:32:43,2021-07-27T04:58:35,01:25:52
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,111,0,463,100,1004,463,502,3,1667671_111,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:33:46,2021-07-27T04:59:32,01:25:46
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,112,0,479,100,1006,479,535,3,1667671_112,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:35:52,2021-07-27T05:06:25,01:30:33
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,113,0,481,100,1003,481,565,3,1667671_113,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:35:52,2021-07-27T05:04:15,01:28:23
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,114,0,480,100,1005,480,574,1,1667671_114,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:37:58,2021-07-27T05:09:01,01:31:03
