simulation_id,beta_A,tG_A,rho_A,eta_A,coef_A,beta_B,tG_B,rho_B,eta_B,coef_B,n0_A,n0_B,seed,status,status_info,final_timestep,final_cell_count_A,final_cell_count_B,num_divisions_A,num_divisions_B,num_deaths_A,num_deaths_B
23894,0.3,100,0.3,0.1,1,0.2,100,0.1,0.02,1,0,100,47789,3,,76.38311525243128,0,9,0,72,0,163
23895,0.3,100,0.3,0.1,1,0.2,100,0.1,0.02,1,0,100,47791,3,,99.29931910092469,0,10,0,86,0,176
23896,0.3,100,0.3,0.1,1,0.2,100,0.1,0.02,1,0,100,47793,3,,74.66075190519415,0,10,0,76,0,166
23897,0.3,100,0.3,0.1,1,0.2,100,0.1,0.02,1,0,100,47795,3,,94.59697095654404,0,10,0,82,0,172
23898,0.3,100,0.3,0.1,1,0.2,100,0.1,0.02,1,0,100,47797,3,,100.24783297663208,0,9,0,81,0,172
23899,0.3,100,0.3,0.1,1,0.2,100,0.1,0.02,1,0,100,47799,3,,73.68740942344988,0,10,0,75,0,165
23900,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47801,3,,67.88572673089035,0,10,0,71,0,161
23901,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47803,3,,90.17546895139554,0,10,0,77,0,167
23902,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47805,3,,77.14324145226105,0,10,0,70,0,160
23903,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47807,3,,74.18182785294155,0,9,0,68,0,159
23904,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47809,3,,66.83361457584301,0,10,0,66,0,156
23905,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47811,3,,92.9091209437978,0,10,0,74,0,164
23906,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47813,3,,102.09888807111456,0,10,0,75,0,165
23907,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47815,3,,95.5625252043222,0,10,0,70,0,160
23908,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47817,3,,93.1741950624354,0,10,0,76,0,166
23909,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47819,3,,91.67577782802563,0,9,0,77,0,168
23910,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47821,3,,99.04648406256327,0,10,0,80,0,170
23911,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47823,3,,67.19403646574007,0,9,0,73,0,164
23912,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47825,3,,66.28838190966437,0,10,0,67,0,157
23913,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47827,3,,98.79425151097527,0,10,0,79,0,169
23914,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47829,3,,98.66321558455279,0,10,0,74,0,164
23915,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47831,3,,93.79078692063526,0,10,0,76,0,166
