simulation_id,average_time_in_G1,effective_g1_sample_size,eta,final_cell_count,final_timestep,num_deaths,num_divisions,seed,status
46,16.76845308376158,152,0.4,0,325.3216877244039,108,44,92,1
47,16.25095183984488,210,0.4,0,505.4778249764327,137,73,94,1
48,16.653680559778163,236,0.4,0,430.0466660249473,150,86,96,1
49,16.466829514196355,200,0.4,0,512.765545924338,132,68,98,1
50,16.232759779190335,212,0.4,0,681.3492478304389,138,74,100,1
51,16.92948887922927,152,0.4,0,395.5139450193226,108,44,102,1
52,16.41524112180867,276,0.4,0,526.294538065546,170,106,104,1
53,16.764165876517886,166,0.4,0,437.8127335697216,115,51,106,1
54,16.4481073625238,172,0.4,0,617.0188819935504,118,54,108,1
55,15.778780971798732,238,0.4,0,566.9066375067047,151,87,110,1
56,15.698328896669908,266,0.4,0,570.2654229139982,165,101,112,1
57,16.650718537356184,170,0.4,0,313.80999282153493,117,53,114,1
58,16.334394413425247,182,0.4,0,407.24550212905996,123,59,116,1
59,16.25283326246667,192,0.4,0,490.9704725810298,128,64,118,1
60,16.164283799234063,202,0.4,0,482.3389722557307,133,69,120,1
61,16.77122564695177,178,0.4,0,576.6202919759686,121,57,122,1
62,16.386710840626275,176,0.4,0,364.1082325339013,120,56,124,1
63,15.775293065557147,234,0.4,0,599.3338344916251,149,85,126,1
64,16.251685381154516,218,0.4,0,386.9694802023627,141,77,128,1
65,16.920060117295424,166,0.4,0,323.6603152982201,115,51,130,1
66,16.317206716060916,210,0.4,0,716.3441424476634,137,73,132,1
67,16.45126104451103,168,0.4,0,477.9537995658395,116,52,134,1
68,16.27450404422221,172,0.4,0,414.14223949565394,118,54,136,1
69,16.551844211540477,184,0.4,0,457.3791166398596,124,60,138,1
70,16.59434209706695,194,0.4,0,441.3639760546937,129,65,140,1
71,16.123433750333202,188,0.4,0,425.42512730106034,126,62,142,1
72,16.26595266801363,198,0.4,0,494.280487833236,131,67,144,1
73,16.697247334059373,156,0.4,0,315.28707034850197,110,46,146,1
74,16.641915780798097,160,0.4,0,429.52889140176035,112,48,148,1
75,16.59930926049147,190,0.4,0,708.9645105956481,127,63,150,1
76,16.76544492690438,178,0.4,0,364.4251341703092,121,57,152,1
77,16.098925553096926,226,0.4,0,623.7007303696173,145,81,154,1
78,16.280075674401484,222,0.4,0,594.7278903800826,143,79,156,1
79,16.88432972522052,186,0.4,0,370.3407825876554,125,61,158,1
80,17.491604643575403,144,0.4,0,381.5206950101818,104,40,160,1
81,17.43307586310783,140,0.4,0,348.1122711148605,102,38,162,1
82,16.736650147679665,182,0.4,0,321.1145385998136,123,59,164,1
83,17.53780370764998,166,0.4,0,716.1049152954421,115,51,166,1
84,16.205299492933047,192,0.4,0,369.35907050268287,128,64,168,1
85,16.59626292274569,182,0.4,0,683.6263329339527,123,59,170,1
86,16.781777179604138,178,0.4,0,436.6235740540217,121,57,172,1
87,16.06803557195368,244,0.4,0,627.4077322545488,154,90,174,1
88,17.8640228624682,112,0.4,0,257.905273689346,88,24,176,1
89,16.1790193103184,210,0.4,0,929.5256646696544,137,73,178,1
90,16.25847763153221,196,0.4,0,375.78875379619865,130,66,180,1
91,17.263175808584982,138,0.4,0,269.03691837973946,101,37,182,1
92,16.83602303389875,150,0.4,0,456.1202456456238,107,43,184,1
93,16.32594705584605,172,0.4,0,425.15142384420636,118,54,186,1
94,16.526462131316805,170,0.4,0,784.3379376586722,117,53,188,1
95,16.01192621546815,274,0.4,0,901.0616376838638,169,105,190,1
96,17.041045759800166,172,0.4,0,446.1090202600777,118,54,192,1
97,16.44039797059516,198,0.4,0,620.0097799724201,131,67,194,1
98,16.451232050992232,180,0.4,0,599.4410852772629,122,58,196,1
99,16.69443801121432,208,0.4,0,486.84692778418906,136,72,198,1
100,27.358698545855177,10574,0.8,1000,2104.3396606184415,4686,5622,200,2
101,27.488433691669584,11823,0.8,1000,2032.3743305906787,5319,6255,202,2
102,27.506232276601445,11509,0.8,1000,2249.057207287231,5154,6090,204,2
103,27.582001878504755,10860,0.8,1000,1852.666871419117,4837,5773,206,2
104,27.588947119033445,13001,0.8,1000,2571.3034179573674,5915,6851,208,2
105,27.66894759132802,13164,0.8,1000,2471.612474753893,5995,6931,210,2
106,27.573230815220825,11088,0.8,1000,2399.8242150388437,4937,5873,212,2
107,27.42516732386442,9440,0.8,1000,1483.0375685551915,4125,5061,214,2
108,27.49999580592428,11387,0.8,1000,2275.7213639659003,5103,6039,216,2
109,27.32218821970178,10936,0.8,1000,2005.618158483951,4875,5811,218,2
110,27.938806306878547,14006,0.8,1000,3321.85016906245,6392,7328,220,2
111,27.479078824982388,12502,0.8,1000,2020.6831059780002,5647,6583,222,2
112,27.637706303724677,13038,0.8,1000,2217.322307008679,5916,6852,224,2
113,27.459788342756486,10940,0.8,1000,2058.177707754983,4868,5804,226,2
114,27.603588687445257,11817,0.8,1000,2336.808656168335,5298,6234,228,2
115,27.5060959238189,12428,0.8,1000,2357.483843159206,5614,6550,230,2
116,27.444244839033924,11424,0.8,1000,2206.434528954745,5123,6059,232,2
117,27.543258914163065,12035,0.8,1000,2260.09928519078,5429,6365,234,2
118,27.53550663274157,10820,0.8,1000,1969.1099652877786,4834,5770,236,2
119,27.396604830440072,10783,0.8,1000,2228.902414057677,4789,5725,238,2
120,27.603008222249162,12197,0.8,1000,2312.3810760206234,5496,6432,240,2
121,27.213893792306443,10077,0.8,1000,1922.2996644787668,4443,5379,242,2
122,27.403247102964272,10683,0.8,1000,1602.0660303153209,4756,5692,244,2
123,27.650992909022385,13201,0.8,1000,2712.27316851327,5993,6929,246,2
124,27.559877673065365,11688,0.8,1000,2103.996478648835,5255,6191,248,2
125,27.698515094977395,12858,0.8,1000,2070.6759926648147,5825,6761,250,2
126,27.571693386702513,11152,0.8,1000,1938.7814385193576,4976,5912,252,2
127,27.77597142338041,13106,0.8,1000,2017.5298232307985,5971,6907,254,2
128,27.6888325540585,12662,0.8,1000,2096.6582605182293,5728,6664,256,2
129,27.34720346289039,10405,0.8,1000,1707.1004877940218,4613,5549,258,2
130,27.46346230673515,12398,0.8,1000,2445.9086537688722,5602,6538,260,2
131,27.614609464120093,12086,0.8,1000,2117.7708412040174,5450,6386,262,2
132,27.673067198491275,12409,0.8,1000,2339.367202442794,5607,6543,264,2
133,27.843644962793565,13211,0.8,1000,2580.8649651465644,6014,6950,266,2
134,27.35742173630408,10373,0.8,1000,1919.335228186486,4582,5518,268,2
135,27.629387508356103,13532,0.8,1000,2386.635141731856,6161,7097,270,2
136,27.386923072093317,10519,0.8,1000,2033.5372188493714,4669,5605,272,2
137,27.459752512355657,10916,0.8,1000,2142.18445270748,4867,5803,274,2
138,27.395823151039544,11335,0.8,1000,1921.9334061395632,5067,6003,276,2
139,27.47050637163778,10942,0.8,1000,2432.643759327535,4872,5808,278,2
140,27.524039467657076,11098,0.8,1000,1963.222458341305,4957,5893,280,2
141,27.516727145765408,12605,0.8,1000,2114.6809531717,5703,6639,282,2
142,27.437841839840175,10056,0.8,1000,1678.3331942141522,4442,5378,284,2
143,27.532538438929343,12471,0.8,1000,2051.3367400887973,5632,6568,286,2
144,27.58947946798453,12304,0.8,1000,2363.205605991382,5560,6496,288,2
145,27.546719096435442,12584,0.8,1000,2042.348439215361,5701,6637,290,2
146,27.618669458391107,12996,0.8,1000,2225.1945144221468,5889,6825,292,2
147,27.522859224351315,12113,0.8,1000,2143.2813623050406,5464,6400,294,2
148,27.420089516794885,12273,0.8,1000,1899.566742218511,5528,6464,296,2
149,27.479105523034583,11754,0.8,1000,1932.1588491412394,5278,6214,298,2
150,27.621623271505836,12366,0.8,1000,2132.9445639655496,5580,6516,300,2
151,27.731266940623144,13180,0.8,1000,2006.5927720390764,5994,6930,302,2
152,27.43984777219697,12165,0.8,1000,2099.5826190536113,5485,6421,304,2
153,27.706448991590122,11420,0.8,1000,1918.9874725270076,5118,6054,306,2
154,27.77135910121688,13308,0.8,1000,2337.5143428969914,6071,7007,308,2
155,27.34208274192717,11380,0.8,1000,2038.5570990066649,5079,6015,310,2
156,27.310693293279414,11326,0.8,1000,1911.0525307816213,5053,5989,312,2
157,27.70969286562687,12964,0.8,1000,2359.223827363451,5886,6822,314,2
158,27.458519494313872,12106,0.8,1000,1997.3712245130525,5469,6405,316,2
159,27.44866722518031,11431,0.8,1000,1790.6693059227482,5127,6063,318,2
160,27.380273663752273,9728,0.8,1000,1551.2338589918647,4278,5214,320,2
161,27.590927852384308,13255,0.8,1000,2012.7822953849563,6019,6955,322,2
162,27.606398015797605,12058,0.8,1000,2277.4236358235275,5431,6367,324,2
163,27.627577021398704,10804,0.8,1000,1795.6418361760514,4801,5737,326,2
164,27.566127611113068,12238,0.8,1000,2177.6293584442215,5531,6467,328,2
165,27.61636415516745,12626,0.8,1000,2266.2061906770623,5724,6660,330,2
166,27.564610934336432,11754,0.8,1000,1954.9079637265547,5270,6206,332,2
167,27.690779510187294,14606,0.8,1000,2619.1176460166917,6689,7625,334,2
168,27.473330943540965,11264,0.8,1000,2182.2504862798382,5035,5971,336,2
169,27.402574376713645,11639,0.8,1000,1901.7287344575159,5221,6157,338,2
170,27.55325090856693,12117,0.8,1000,2022.0878047698995,5474,6410,340,2
171,27.465304425833413,10313,0.8,1000,1835.112009920282,4566,5502,342,2
172,27.574647647575432,11520,0.8,1000,1877.1323349638524,5176,6112,344,2
173,27.584717276076724,11343,0.8,1000,2056.7561008002194,5078,6014,346,2
174,27.407913631892082,10626,0.8,1000,2415.6634592309247,4715,5651,348,2
175,27.428695543102496,11329,0.8,1000,2029.9818792397707,5066,6002,350,2
176,27.512956324576834,12132,0.8,1000,2263.0246297296694,5464,6400,352,2
177,27.539608432767896,11548,0.8,1000,2150.534879202511,5168,6104,354,2
178,27.43102453053836,11336,0.8,1000,2026.9903161904663,5046,5982,356,2
179,27.674402357746587,13446,0.8,1000,2413.983118989073,6119,7055,358,2
180,27.694132791318353,13816,0.8,1000,2257.984799428097,6325,7261,360,2
181,27.64158435724283,12453,0.8,1000,2342.203568990061,5630,6566,362,2
182,27.448421111379112,11050,0.8,1000,2208.651870119606,4931,5867,364,2
183,27.419408875744192,10974,0.8,1000,1934.3043470595878,4897,5833,366,2
184,27.588731424320162,11774,0.8,1000,2145.945343393923,5304,6240,368,2
185,27.5499746201832,12114,0.8,1000,2129.0663396369882,5443,6379,370,2
186,27.615338258304256,12112,0.8,1000,2084.010886783614,5475,6411,372,2
187,27.470621997532938,11892,0.8,1000,2048.43001521724,5336,6272,374,2
188,27.596342526727103,12882,0.8,1000,2187.1714791179115,5843,6779,376,2
189,27.468874895924444,12243,0.8,1000,2208.5768996439656,5536,6472,378,2
190,27.54970586032554,11970,0.8,1000,2401.765510822802,5394,6330,380,2
191,27.63734275929995,13998,0.8,1000,3676.0890475836,6407,7343,382,2
192,27.38118574313479,10486,0.8,1000,2005.4174189666296,4650,5586,384,2
193,27.49460678738018,12260,0.8,1000,1829.8609864833322,5520,6456,386,2
194,27.47850875578376,10021,0.8,1000,1751.5172250259402,4424,5360,388,2
195,27.8108480661739,12629,0.8,1000,2204.9122131811555,5727,6663,390,2
196,27.771439003405735,14396,0.8,1000,2203.788868571571,6610,7546,392,2
197,27.424253380474312,10864,0.8,1000,1857.0518606324877,4826,5762,394,2
198,27.56257521042626,12284,0.8,1000,2351.7346083374787,5549,6485,396,2
199,27.534554687927294,12486,0.8,1000,2370.857537845482,5650,6586,398,2
200,35.22175474215723,2670,1.2000000000000002,1000,606.4269550291136,802,1738,400,2
201,34.90765448184817,2685,1.2000000000000002,1000,628.9525724056397,818,1754,402,2
202,34.176908496477395,2460,1.2000000000000002,1000,616.663930919172,696,1632,404,2
203,34.85633913445618,2697,1.2000000000000002,1000,703.2350236005099,826,1762,406,2
204,35.21674669921188,2743,1.2000000000000002,1000,684.9611217903971,846,1782,408,2
205,35.01391442840033,2825,1.2000000000000002,1000,713.5869618137941,878,1814,410,2
206,34.81513876145304,2738,1.2000000000000002,1000,660.1207358071639,839,1775,412,2
207,34.40443870806217,2631,1.2000000000000002,1000,641.4472231868368,786,1722,414,2
208,35.09359294488657,2710,1.2000000000000002,1000,688.7774276858084,827,1763,416,2
209,34.49592191006168,2614,1.2000000000000002,1000,653.218053339587,783,1719,418,2
210,34.87325556753807,2608,1.2000000000000002,1000,626.24154604494,772,1708,420,2
211,34.638184589155124,2720,1.2000000000000002,1000,677.6335790368241,826,1762,422,2
212,34.40699466281854,2608,1.2000000000000002,1000,645.6098505324163,772,1708,424,2
213,34.44847213195341,2527,1.2000000000000002,1000,611.3686761096578,730,1666,426,2
214,34.94999335704993,2650,1.2000000000000002,1000,624.5981280232369,788,1724,428,2
215,34.978105692036344,2508,1.2000000000000002,1000,643.1433340891504,734,1670,430,2
216,35.691439336948065,2734,1.2000000000000002,1000,676.1748027795085,834,1770,432,2
217,35.109200327205926,2804,1.2000000000000002,1000,685.7310296275951,878,1814,434,2
218,34.882674589327145,2705,1.2000000000000002,1000,663.7922095051963,819,1755,436,2
219,34.417450852657936,2490,1.2000000000000002,1000,628.8551682755775,717,1653,438,2
220,34.75296096155702,2544,1.2000000000000002,1000,654.2295809696435,755,1691,440,2
221,35.516785074365,2836,1.2000000000000002,1000,647.576041811678,882,1818,442,2
222,34.662967170588985,2508,1.2000000000000002,1000,645.1329558403492,736,1672,444,2
223,35.126373199195896,2580,1.2000000000000002,1000,662.2095679144853,765,1701,446,2
224,35.5675738071241,2831,1.2000000000000002,1000,743.8144600450122,885,1821,448,2
225,34.78695179895845,2530,1.2000000000000002,1000,624.7008493536617,739,1675,450,2
226,34.984765355536126,2789,1.2000000000000002,1000,623.1684039450399,863,1799,452,2
227,34.92915703206659,2694,1.2000000000000002,1000,643.5402024433669,825,1761,454,2
228,34.89396560508946,2712,1.2000000000000002,1000,619.7377826137412,825,1761,456,2
229,35.80208253051252,2883,1.2000000000000002,1000,723.4647938313682,914,1850,458,2
230,35.22250653576041,2688,1.2000000000000002,1000,632.8348552486444,825,1761,460,2
231,35.15626319764049,2818,1.2000000000000002,1000,674.5082859558551,874,1810,462,2
232,34.51642039325857,2590,1.2000000000000002,1000,643.4310469980439,761,1697,464,2
233,35.26615587423371,2860,1.2000000000000002,1000,706.4576298397337,892,1828,466,2
234,34.75476542818526,2548,1.2000000000000002,1000,617.7462927407355,749,1685,468,2
235,34.29602034130054,2474,1.2000000000000002,1000,622.1280553342964,725,1661,470,2
236,34.73631115367156,2452,1.2000000000000002,1000,599.9581555613624,701,1637,472,2
237,35.15684128913533,2680,1.2000000000000002,1000,684.7272950141584,812,1748,474,2
238,34.95672672609566,2675,1.2000000000000002,1000,660.2517357264189,802,1738,476,2
239,34.48157796616458,2540,1.2000000000000002,1000,591.4589930384288,754,1690,478,2
240,35.31670444563789,2818,1.2000000000000002,1000,708.1094749662647,880,1816,480,2
241,34.51266343805316,2566,1.2000000000000002,1000,644.9728734039189,756,1692,482,2
242,35.26075933188741,2714,1.2000000000000002,1000,674.0376772818652,832,1768,484,2
243,34.703589440183826,2503,1.2000000000000002,1000,605.7196745518345,719,1655,486,2
244,35.03394433301392,2660,1.2000000000000002,1000,650.8251715096673,787,1723,488,2
245,33.9990439583074,2458,1.2000000000000002,1000,637.4310452557719,709,1645,490,2
246,35.3517089960682,2968,1.2000000000000002,1000,693.466549383821,949,1885,492,2
247,36.092903463626584,2866,1.2000000000000002,1000,727.6580176490996,904,1840,494,2
248,34.841091193456066,2763,1.2000000000000002,1000,647.3482614171874,862,1798,496,2
249,34.70231060293329,2531,1.2000000000000002,1000,653.3160914820322,747,1683,498,2
250,35.15054970399222,2642,1.2000000000000002,1000,652.2584678154172,795,1731,500,2
251,34.57145145588903,2590,1.2000000000000002,1000,645.8346160209719,769,1705,502,2
252,35.608480358462,2777,1.2000000000000002,1000,685.747012909754,853,1789,504,2
253,35.27049137082574,2668,1.2000000000000002,1000,672.673249123161,808,1744,506,2
254,34.68147438200081,2581,1.2000000000000002,1000,629.7345346025375,763,1699,508,2
255,34.94422995989725,2565,1.2000000000000002,1000,647.8358588571245,754,1690,510,2
256,34.89030670936478,2747,1.2000000000000002,1000,687.9812079704203,837,1773,512,2
257,35.66608418735744,2685,1.2000000000000002,1000,665.3471607918892,818,1754,514,2
258,35.088088244040726,2683,1.2000000000000002,1000,671.9577085678269,823,1759,516,2
259,34.48808334738277,2568,1.2000000000000002,1000,605.0161387633641,750,1686,518,2
260,34.871563596445505,2708,1.2000000000000002,1000,641.3874860493947,822,1758,520,2
261,34.34002778300405,2473,1.2000000000000002,1000,613.7340305413891,715,1651,522,2
262,35.18131356139858,2738,1.2000000000000002,1000,663.3109507423618,837,1773,524,2
263,35.1496556547941,2623,1.2000000000000002,1000,628.4947354565187,789,1725,526,2
264,34.88519252137138,2595,1.2000000000000002,1000,651.4669466249941,769,1705,528,2
265,34.55603492295364,2561,1.2000000000000002,1000,641.2780523462528,757,1693,530,2
266,34.53950486340221,2554,1.2000000000000002,1000,626.0483509262357,749,1685,532,2
267,34.64618656255761,2632,1.2000000000000002,1000,678.9537615529013,788,1724,534,2
268,34.65911551359628,2555,1.2000000000000002,1000,621.2586801373147,749,1685,536,2
269,35.25452970069417,2720,1.2000000000000002,1000,670.8255106285437,831,1767,538,2
270,35.26514749413988,2804,1.2000000000000002,1000,675.2890196965234,873,1809,540,2
271,34.3784866343539,2456,1.2000000000000002,1000,605.39244794773,701,1637,542,2
272,34.88568803367316,2736,1.2000000000000002,1000,700.8375205820269,836,1772,544,2
273,34.39986697297028,2570,1.2000000000000002,1000,673.5070894692961,761,1697,546,2
274,34.874459446257326,2487,1.2000000000000002,1000,677.0185858892938,726,1662,548,2
275,35.00537866242217,2839,1.2000000000000002,1000,687.1666059466819,891,1827,550,2
276,35.1706283671179,2675,1.2000000000000002,1000,661.2019701192618,818,1754,552,2
277,35.24329464018591,2805,1.2000000000000002,1000,657.6251429814968,879,1815,554,2
278,35.05482409919159,2749,1.2000000000000002,1000,699.8747323589482,841,1777,556,2
279,34.5244979369842,2687,1.2000000000000002,1000,668.4700118384305,812,1748,558,2
280,35.51503882576465,2722,1.2000000000000002,1000,675.412351201468,841,1777,560,2
281,34.714425433137635,2624,1.2000000000000002,1000,617.2019134402929,785,1721,562,2
282,35.3162666284038,2727,1.2000000000000002,1000,660.4618835478532,824,1760,564,2
283,35.13276137948868,2600,1.2000000000000002,1000,651.4646392210376,777,1713,566,2
284,34.88472323553039,2648,1.2000000000000002,1000,634.7356839971444,796,1732,568,2
285,35.089708389335385,2692,1.2000000000000002,1000,673.5702362941687,818,1754,570,2
286,34.503736450297225,2601,1.2000000000000002,1000,645.8799460351976,769,1705,572,2
287,35.39856167450837,2877,1.2000000000000002,1000,669.6157020559626,909,1845,574,2
288,35.18525018737587,2597,1.2000000000000002,1000,659.3944511669387,774,1710,576,2
289,34.99421199119372,2573,1.2000000000000002,1000,665.948320442298,767,1703,578,2
290,34.715816150069436,2658,1.2000000000000002,1000,629.6927437470627,802,1738,580,2
291,34.64283226464254,2716,1.2000000000000002,1000,663.9049745173256,821,1757,582,2
292,34.710225832453915,2571,1.2000000000000002,1000,616.0890113775376,756,1692,584,2
293,35.4140937613762,2657,1.2000000000000002,1000,635.6961668872317,804,1740,586,2
294,34.867200035608136,2632,1.2000000000000002,1000,621.1428521422147,793,1729,588,2
295,34.91078860515344,2585,1.2000000000000002,1000,676.8685985375549,766,1702,590,2
296,34.62985951793444,2583,1.2000000000000002,1000,647.2396213807704,763,1699,592,2
297,34.46547324216258,2477,1.2000000000000002,1000,623.491515727041,715,1651,594,2
298,35.562633266638066,2702,1.2000000000000002,1001,670.6231374556596,824,1761,596,2
299,34.71827639134469,2440,1.2000000000000002,1000,636.0398479327383,699,1635,598,2
300,38.91055105257691,1590,1.6,1000,488.9760600793383,327,1263,600,2
301,37.70945637081938,1456,1.6,1000,472.6355525545955,255,1191,602,2
302,40.45233073759681,1580,1.6,1000,510.239210537215,322,1258,604,2
303,39.48590155660125,1508,1.6,1000,471.26985167783334,298,1234,606,2
304,40.14974693851374,1524,1.6,1000,499.80903881977605,304,1240,608,2
305,39.22881349851504,1522,1.6,1000,469.91251852533503,294,1230,610,2
306,40.88029787708279,1577,1.6,1000,527.1671670690602,340,1276,612,2
307,39.165855587778445,1510,1.6,1000,496.30582514455904,297,1233,614,2
308,39.504651014903544,1546,1.6,1000,501.0534599863088,308,1244,616,2
309,38.997216098341006,1510,1.6,1000,512.8070447548199,297,1233,618,2
310,39.42338384433112,1487,1.6,1000,488.7748799401744,272,1208,620,2
311,39.91490458114226,1528,1.6,1000,505.1132218177609,303,1239,622,2
312,39.34145219460385,1565,1.6,1000,481.22564039408013,326,1262,624,2
313,39.63019989922973,1548,1.6,1000,477.3928326123901,314,1250,626,2
314,40.225128467863655,1553,1.6,1000,481.53402355629856,313,1249,628,2
315,39.500742978928564,1594,1.6,1000,485.2793392424372,334,1270,630,2
316,40.338801049592774,1544,1.6,1000,492.9209468485419,315,1251,632,2
317,40.100453410368054,1605,1.6,1000,518.650820747655,343,1279,634,2
318,39.75552859472772,1600,1.6,1000,491.45425679260836,333,1269,636,2
319,41.30432475771806,1633,1.6,1000,520.6692871469428,338,1274,638,2
320,40.72882219771294,1573,1.6,1000,507.76296901682974,332,1268,640,2
321,40.36287156535922,1586,1.6,1000,522.4456918226097,326,1262,642,2
322,38.38845256199823,1440,1.6,1000,472.2474175055782,261,1197,644,2
323,40.19686210907392,1611,1.6,1000,487.01531392317395,340,1276,646,2
324,40.34181835639909,1593,1.6,1000,515.6902254114664,328,1264,648,2
325,39.18246605290234,1511,1.6,1000,477.4948879495751,294,1230,650,2
326,39.36383042849588,1530,1.6,1000,507.3997772868852,303,1239,652,2
327,40.94596660213116,1587,1.6,1000,531.5593365762174,337,1273,654,2
328,40.27076369205786,1632,1.6,1000,502.5509357188259,363,1299,656,2
329,41.33943694084922,1703,1.6,1000,553.0477636996055,393,1329,658,2
330,38.96658320917575,1462,1.6,1000,495.5924493591787,279,1215,660,2
331,40.593841107958006,1559,1.6,1000,500.55545407160463,319,1255,662,2
332,39.3674595923492,1553,1.6,1000,490.618152774319,318,1254,664,2
333,39.58627226588269,1562,1.6,1000,497.2438333234108,312,1248,666,2
334,39.17875027608317,1598,1.6,1000,498.7108902069108,319,1255,668,2
335,40.90397951680355,1564,1.6,1000,496.4727638327091,317,1253,670,2
336,40.27377274794175,1557,1.6,1000,492.72636729766685,326,1262,672,2
337,40.32208671685412,1616,1.6,1000,500.72386141306936,346,1282,674,2
338,39.529400203707006,1546,1.6,1000,479.8235562561594,317,1253,676,2
339,39.431963209649865,1519,1.6,1000,489.4359109906133,303,1239,678,2
340,40.32134351734349,1576,1.6,1000,505.4911869668898,325,1261,680,2
341,39.22615662742168,1560,1.6,1000,489.8161966712326,321,1257,682,2
342,40.07909491529951,1513,1.6,1000,495.68981553776393,293,1229,684,2
343,39.974711074667375,1523,1.6,1000,470.4665447762843,303,1239,686,2
344,38.07547060229169,1459,1.6,1000,462.93971756622824,264,1200,688,2
345,40.6005788050938,1568,1.6,1000,490.8792407835259,323,1259,690,2
346,40.74527324154918,1616,1.6,1000,503.6331239626345,350,1286,692,2
347,39.14991599192714,1470,1.6,1000,481.05172343543677,270,1206,694,2
348,40.49650513740476,1555,1.6,1000,527.9059872486171,314,1250,696,2
349,40.87521621752303,1634,1.6,1000,526.0455767307981,343,1279,698,2
350,40.28738734672755,1588,1.6,1000,501.80144143370654,330,1266,700,2
351,39.39873437949324,1508,1.6,1000,492.80945049700046,288,1224,702,2
352,39.492203637902506,1516,1.6,1000,466.66113739419643,296,1232,704,2
353,39.322689731093035,1510,1.6,1000,488.0158713133069,290,1226,706,2
354,39.59616745305088,1547,1.6,1000,481.83679826679656,310,1246,708,2
355,39.52089998465808,1514,1.6,1000,491.519535331652,289,1225,710,2
356,39.28171141353028,1500,1.6,1000,496.2974191259895,284,1220,712,2
357,40.07854589999734,1512,1.6,1000,475.8281638857334,292,1228,714,2
358,40.36618727037863,1554,1.6,1000,508.8036830795027,319,1255,716,2
359,40.55934163405608,1578,1.6,1000,525.8601415092974,328,1264,718,2
360,38.73730116006211,1471,1.6,1000,474.19776051161585,268,1204,720,2
361,40.72221803426824,1574,1.6,1000,496.16074059344805,310,1246,722,2
362,40.72466671800424,1588,1.6,1000,538.2855185650333,334,1270,724,2
363,39.78638635479263,1577,1.6,1000,494.3300227297758,321,1257,726,2
364,39.80272094610537,1472,1.6,1000,480.4668089970119,281,1217,728,2
365,40.30529321482833,1584,1.6,1000,516.7719211274085,326,1262,730,2
366,40.134123831759176,1568,1.6,1000,498.4271580403922,317,1253,732,2
367,40.505635391802016,1528,1.6,1000,497.37308673479583,291,1227,734,2
368,40.140566462777834,1574,1.6,1000,509.3579211226581,322,1258,736,2
369,40.17938585161815,1615,1.6,1000,519.2960731135047,341,1277,738,2
370,39.87873552097807,1513,1.6,1000,486.0702792578547,308,1244,740,2
371,40.47610247809123,1633,1.6,1000,523.4406860746584,352,1288,742,2
372,39.235807399295176,1525,1.6,1000,493.79713962923523,297,1233,744,2
373,39.8873844035779,1514,1.6,1000,492.36441609953863,290,1226,746,2
374,40.68709235878508,1555,1.6,1000,501.94533311391444,312,1248,748,2
375,40.644243058061555,1619,1.6,1000,524.7593983389213,342,1278,750,2
376,39.20096253353922,1562,1.6,1000,472.6778736307517,327,1263,752,2
377,39.20397116582818,1534,1.6,1000,516.3237892458201,306,1242,754,2
378,39.7875510513883,1584,1.6,1000,493.06757191577697,325,1261,756,2
379,40.5549036466603,1615,1.6,1000,505.9521864025562,335,1271,758,2
380,39.85042741086673,1504,1.6,1000,486.62746667741914,286,1222,760,2
381,39.52167741331357,1563,1.6,1000,516.3321831968501,310,1246,762,2
382,39.75897085100409,1527,1.6,1000,500.3562850889823,307,1243,764,2
383,39.519307542782926,1540,1.6,1000,473.1071983899966,312,1248,766,2
384,39.856570724933825,1550,1.6,1000,488.44302406917996,317,1253,768,2
385,39.90098151699705,1624,1.6,1000,506.90121796769677,345,1281,770,2
386,40.14382130285272,1590,1.6,1000,535.8603992451528,347,1283,772,2
387,40.65593661068421,1625,1.6,1000,524.6333084449984,352,1288,774,2
388,39.7464498306497,1499,1.6,1000,472.6068028381147,286,1222,776,2
389,39.798540073878065,1554,1.6,1000,488.6746044494044,314,1250,778,2
390,41.15316822067078,1690,1.6,1000,516.419720621727,364,1300,780,2
391,39.23972096154276,1499,1.6,1000,470.90934276502446,286,1222,782,2
392,38.334240917508374,1438,1.6,1000,460.8044147140534,264,1200,784,2
393,41.33204186625313,1615,1.6,1000,523.0165368789571,349,1285,786,2
394,39.70606053714846,1546,1.6,1000,487.4154981142481,310,1246,788,2
395,41.87740260333405,1695,1.6,1000,522.1308620386362,373,1309,790,2
396,40.384741409622414,1568,1.6,1000,492.67665375112676,321,1257,792,2
397,40.12267826406634,1554,1.6,1000,502.2836678967953,317,1253,794,2
398,39.70540875770033,1532,1.6,1000,483.94909923333745,300,1236,796,2
399,38.4376951887561,1499,1.6,1000,478.825371247372,293,1229,798,2
400,42.349205654232094,1102,2.0,1000,440.1822621597085,146,1082,800,2
401,44.3550657754656,1191,2.0,1000,458.2553611607603,182,1118,802,2
402,43.73162775478554,1086,2.0,1000,450.74614931528106,137,1073,804,2
403,43.17065257440267,1081,2.0,1000,443.8563386551899,149,1085,806,2
404,43.74818865595555,1161,2.0,1000,449.5856738621243,158,1094,808,2
405,43.46808836363369,1156,2.0,1000,458.734477650485,174,1110,810,2
406,44.23617481987455,1128,2.0,1000,457.9500557585119,157,1093,812,2
407,43.36371197936945,1149,2.0,1000,449.95074809688316,172,1108,814,2
408,42.40739854362075,1170,2.0,1000,446.1145986840105,164,1100,816,2
