sim,initial_timestep,final_timestep,initial_cell_count,final_cell_count,last_alive_timestep,num_apoptosis,num_extrusion,JobID,JobName,State,ExitCode,Timelimit,Start,End,Elapsed,initial-b-ratio,random-labelling,cell-a-target-area,cell-b-target-area,cell-a-elasticity-parameter,cell-b-elasticity-parameter,cell-a-contractility-parameter,cell-b-contractility-parameter,cell-a-line-tension-parameter,cell-b-line-tension-parameter,cell-a-g1-duration,cell-b-g1-duration,cell-a-g2-duration,cell-b-g2-duration,cell-ab-line-tension-parameter,seed,simulation-id
000800,0,250,36,225,250,0,0,3435245_800,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T03:16:25,2023-09-06T03:18:44,00:02:19,1.0,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000800,000800
000801,0,250,36,196,250,0,0,3435245_801,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T03:16:25,2023-09-06T03:18:41,00:02:16,1.0,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000801,000801
000802,0,250,36,204,250,0,0,3435245_802,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T03:16:25,2023-09-06T03:18:46,00:02:21,1.0,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000802,000802
000803,0,250,36,210,250,0,0,3435245_803,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T03:16:25,2023-09-06T03:18:47,00:02:22,1.0,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000803,000803
000804,0,250,36,202,250,0,0,3435245_804,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T03:16:25,2023-09-06T03:18:41,00:02:16,1.0,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000804,000804
000805,0,250,36,191,250,0,0,3435245_805,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T03:16:25,2023-09-06T03:18:39,00:02:14,1.0,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000805,000805
000806,0,250,36,229,250,0,0,3435245_806,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T03:16:25,2023-09-06T03:18:49,00:02:24,1.0,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000806,000806
000807,0,250,36,216,250,0,0,3435245_807,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T03:16:25,2023-09-06T03:18:44,00:02:19,1.0,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000807,000807
000808,0,250,36,202,250,0,0,3435245_808,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T03:16:25,2023-09-06T03:18:44,00:02:19,1.0,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000808,000808
000809,0,250,36,229,250,0,0,3435245_809,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T03:16:25,2023-09-06T03:18:49,00:02:24,1.0,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000809,000809
