theta,n0,sim,initial_timestep,final_timestep,initial_cell_count,final_cell_count,last_alive_timestep,num_apoptosis,num_extrusion,JobID,JobName,State,ExitCode,Timelimit,Start,End,Elapsed
0.67,1,372,0,174,1,0,173,1,2,327257_372,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:56,00:02:18
0.67,1,373,0,943,1,49,943,54,0,327257_373,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:21:44,00:09:06
0.67,1,374,0,165,1,0,164,1,2,327257_374,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:00,00:02:22
0.67,1,375,0,58,1,0,57,1,0,327257_375,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:31,00:01:53
0.67,1,376,0,697,1,50,697,38,0,327257_376,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:35,00:07:57
0.67,1,377,0,1347,1,50,1347,57,0,327257_377,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:22:37,00:09:59
0.67,1,378,0,58,1,0,57,1,0,327257_378,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:34,00:01:56
0.67,1,379,0,58,1,0,57,1,0,327257_379,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:29,00:01:51
0.67,1,380,0,58,1,0,57,1,0,327257_380,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:32,00:01:54
0.67,1,381,0,189,1,0,188,2,2,327257_381,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:09,00:02:31
0.67,1,382,0,118,1,0,117,2,0,327257_382,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:53,00:02:15
0.67,1,383,0,713,1,50,713,19,0,327257_383,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:19:53,00:07:15
0.67,1,384,0,142,1,0,141,2,0,327257_384,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:53,00:02:15
0.67,1,385,0,465,1,0,464,10,3,327257_385,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:16:24,00:03:46
0.67,1,386,0,741,1,49,741,33,1,327257_386,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:32,00:07:54
0.67,1,387,0,168,1,0,167,1,2,327257_387,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:01,00:02:23
0.67,1,388,0,58,1,0,57,1,0,327257_388,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:34,00:01:56
0.67,1,389,0,905,1,50,905,34,0,327257_389,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:21:11,00:08:33
0.67,1,390,0,805,1,50,805,32,0,327257_390,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:40,00:08:02
0.67,1,391,0,1338,1,50,1338,34,1,327257_391,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:21:35,00:08:57
0.67,1,392,0,58,1,0,57,1,0,327257_392,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:34,00:01:56
0.67,1,393,0,161,1,0,160,2,0,327257_393,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:51,00:02:13
0.67,1,394,0,58,1,0,57,1,0,327257_394,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:31,00:01:53
0.67,1,395,0,137,1,0,136,2,0,327257_395,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:52,00:02:14
0.67,1,396,0,147,1,0,146,1,2,327257_396,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:53,00:02:15
0.67,1,397,0,880,1,50,880,36,0,327257_397,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:21:02,00:08:24
0.67,1,398,0,1048,1,50,1048,47,0,327257_398,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:21:23,00:08:45
0.67,1,399,0,163,1,0,162,1,2,327257_399,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:00,00:02:22
0.67,3,400,0,683,3,51,683,29,0,327257_400,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:27,00:07:49
0.67,3,401,0,765,3,50,765,46,0,327257_401,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:37,00:07:59
0.67,3,402,0,903,3,50,903,82,0,327257_402,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:22:21,00:09:43
0.67,3,403,0,930,3,50,930,45,2,327257_403,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:21:14,00:08:36
0.67,3,404,0,1428,3,50,1428,93,1,327257_404,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:23:25,00:10:47
0.67,3,405,0,1211,3,50,1211,99,0,327257_405,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:23:01,00:10:23
0.67,3,406,0,328,3,0,327,9,0,327257_406,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:46,00:03:08
0.67,3,407,0,743,3,50,743,42,1,327257_407,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:21:09,00:08:31
0.67,3,408,0,747,3,50,747,42,0,327257_408,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:44,00:08:06
0.67,3,409,0,738,3,50,738,32,0,327257_409,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:36,00:07:58
0.67,3,410,0,578,3,51,578,46,0,327257_410,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:17,00:07:39
0.67,3,411,0,964,3,50,964,65,1,327257_411,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:22:01,00:09:23
0.67,3,412,0,477,3,0,476,8,2,327257_412,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:16:45,00:04:07
0.67,3,413,0,637,3,50,637,26,0,327257_413,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:19:41,00:07:03
0.67,3,414,0,657,3,49,657,42,0,327257_414,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:34,00:07:56
0.67,3,415,0,668,3,50,668,32,0,327257_415,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:29,00:07:51
0.67,3,416,0,232,3,0,231,4,2,327257_416,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:34,00:02:56
0.67,3,417,0,550,3,51,550,42,0,327257_417,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:21,00:07:43
0.67,3,418,0,736,3,50,736,47,0,327257_418,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:34,00:07:56
0.67,3,419,0,193,3,0,192,6,0,327257_419,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:06,00:02:28
0.67,3,420,0,287,3,0,286,4,3,327257_420,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:41,00:03:03
0.67,3,421,0,1061,3,50,1061,68,0,327257_421,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:22:06,00:09:28
0.67,3,422,0,979,3,50,979,64,0,327257_422,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:22:07,00:09:29
0.67,3,423,0,953,3,49,953,47,0,327257_423,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:21:37,00:08:59
0.67,3,424,0,142,3,0,141,4,2,327257_424,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:02,00:02:24
0.67,3,425,0,258,3,0,257,3,4,327257_425,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:13:44,00:01:06
0.67,3,426,0,685,3,50,685,31,0,327257_426,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:48,00:03:10
0.67,3,427,0,723,3,50,723,42,0,327257_427,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:16:00,00:03:22
0.67,3,428,0,798,3,50,798,55,0,327257_428,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:16:39,00:04:01
0.67,3,429,0,687,3,49,687,56,0,327257_429,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:16:39,00:04:01
0.67,3,430,0,933,3,50,933,52,1,327257_430,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:16:32,00:03:54
0.67,3,431,0,918,3,50,918,56,1,327257_431,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:16:38,00:04:00
0.67,3,432,0,469,3,50,469,18,0,327257_432,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:17,00:02:39
0.67,3,433,0,237,3,0,236,6,2,327257_433,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:13:47,00:01:09
0.67,3,434,0,732,3,51,732,53,0,327257_434,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:16:31,00:03:53
0.67,3,435,0,608,3,50,608,37,0,327257_435,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:16:01,00:03:23
0.67,3,436,0,58,3,0,57,3,0,327257_436,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:35,00:01:57
0.67,3,437,0,394,3,0,393,9,0,327257_437,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:43,00:03:05
0.67,3,438,0,706,3,50,706,50,0,327257_438,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:56,00:08:18
0.67,3,439,0,620,3,51,620,47,0,327257_439,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:37,00:07:59
0.67,3,440,0,58,3,0,57,3,0,327257_440,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:34,00:01:56
0.67,3,441,0,571,3,50,571,32,0,327257_441,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:19:39,00:07:01
0.67,3,442,0,1112,3,51,1112,72,0,327257_442,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:22:37,00:09:59
0.67,3,443,0,587,3,51,587,32,0,327257_443,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:20:26,00:07:48
0.67,3,444,0,834,3,50,834,62,0,327257_444,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:21:19,00:08:41
0.67,3,445,0,95,3,0,94,2,2,327257_445,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:14:50,00:02:12
0.67,3,446,0,150,3,0,149,4,0,327257_446,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:02,00:02:24
0.67,3,447,0,181,3,0,180,3,2,327257_447,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:15:01,00:02:23
0.67,3,448,0,672,3,50,672,41,0,327257_448,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:16:09,00:03:31
0.67,3,449,0,812,3,50,812,57,0,327257_449,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:38,2021-09-30T23:16:35,00:03:57
0.67,3,450,0,567,3,50,567,34,0,327257_450,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:15:53,00:03:14
0.67,3,451,0,658,3,50,658,54,0,327257_451,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:16:28,00:03:49
0.67,3,452,0,608,3,50,608,36,0,327257_452,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:16:05,00:03:26
0.67,3,453,0,756,3,49,756,65,0,327257_453,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:16:51,00:04:12
0.67,3,454,0,979,3,51,979,58,0,327257_454,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:16:37,00:03:58
0.67,3,455,0,619,3,50,619,37,0,327257_455,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:15:56,00:03:17
0.67,3,456,0,58,3,0,57,3,0,327257_456,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:13:37,00:00:58
0.67,3,457,0,136,3,0,135,4,0,327257_457,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:13:39,00:01:00
0.67,3,458,0,703,3,50,703,38,0,327257_458,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:16:06,00:03:27
0.67,3,459,0,556,3,50,556,33,0,327257_459,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:15:58,00:03:19
0.67,3,460,0,725,3,50,725,55,0,327257_460,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:16:37,00:03:58
0.67,3,461,0,727,3,50,727,49,0,327257_461,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:16:24,00:03:45
0.67,3,462,0,586,3,50,586,20,0,327257_462,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:19:50,00:07:11
0.67,3,463,0,674,3,50,674,61,0,327257_463,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:21:14,00:08:35
0.67,3,464,0,80,3,0,79,2,2,327257_464,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:14:36,00:01:57
0.67,3,465,0,741,3,50,741,38,0,327257_465,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:20:32,00:07:53
0.67,3,466,0,1055,3,50,1055,57,0,327257_466,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:21:51,00:09:12
0.67,3,467,0,525,3,51,525,32,0,327257_467,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:19:36,00:06:57
0.67,3,468,0,58,3,0,57,3,0,327257_468,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:14:34,00:01:55
0.67,3,469,0,142,3,0,141,4,0,327257_469,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:14:57,00:02:18
0.67,3,470,0,893,3,50,893,84,0,327257_470,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:22:14,00:09:35
0.67,3,471,0,731,3,49,731,33,0,327257_471,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:12:39,2021-09-30T23:15:26,00:02:47
0.67,3,472,0,551,3,50,551,31,0,327257_472,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:17,00:06:00
0.67,3,473,0,644,3,52,644,54,0,327257_473,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:21:12,00:06:55
0.67,3,474,0,966,3,51,966,75,0,327257_474,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:22:11,00:07:54
0.67,3,475,0,872,3,50,872,62,0,327257_475,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:21:55,00:07:38
0.67,3,476,0,691,3,51,691,67,0,327257_476,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:21:35,00:07:18
0.67,3,477,0,565,3,50,565,30,0,327257_477,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:07,00:05:50
0.67,3,478,0,499,3,50,499,30,0,327257_478,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:19:39,00:05:22
0.67,3,479,0,766,3,50,766,50,0,327257_479,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:52,00:06:35
0.67,3,480,0,175,3,0,174,3,2,327257_480,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:15:33,00:01:16
0.67,3,481,0,750,3,50,750,25,0,327257_481,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:16:43,00:02:26
0.67,3,482,0,226,3,0,225,5,2,327257_482,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:15:41,00:01:24
0.67,3,483,0,631,3,50,631,31,0,327257_483,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:20,00:06:03
0.67,3,484,0,875,3,50,875,70,0,327257_484,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:22:01,00:07:44
0.67,3,485,0,669,3,50,669,46,0,327257_485,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:31,00:06:14
0.67,3,486,0,1128,3,50,1128,100,0,327257_486,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:23:37,00:09:20
0.67,3,487,0,726,3,50,726,46,0,327257_487,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:58,00:06:41
0.67,3,488,0,650,3,50,650,41,0,327257_488,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:45,00:06:28
0.67,3,489,0,166,3,0,165,4,2,327257_489,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:15:28,00:01:11
0.67,3,490,0,374,3,50,374,17,0,327257_490,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:18:33,00:04:16
0.67,3,491,0,554,3,51,554,33,0,327257_491,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:19:48,00:05:31
0.67,3,492,0,679,3,50,679,41,0,327257_492,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:22,00:06:05
0.67,3,493,0,150,3,0,149,3,2,327257_493,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:15:33,00:01:16
0.67,3,494,0,83,3,0,82,2,2,327257_494,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:15:05,00:00:48
0.67,3,495,0,928,3,50,928,66,0,327257_495,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:22:05,00:07:48
0.67,3,496,0,809,3,50,809,44,1,327257_496,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:21:18,00:07:01
0.67,3,497,0,664,3,50,664,37,0,327257_497,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:24,00:06:07
0.67,3,498,0,706,3,50,706,39,0,327257_498,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:38,00:06:21
0.67,3,499,0,588,3,50,588,33,0,327257_499,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:31,00:06:14
0.67,5,500,0,712,5,50,712,46,0,327257_500,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:21:20,00:07:03
0.67,5,501,0,479,5,50,479,29,0,327257_501,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:07,00:05:50
0.67,5,502,0,643,5,50,643,42,0,327257_502,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:24,00:06:07
0.67,5,503,0,721,5,49,721,77,0,327257_503,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:22:00,00:07:43
0.67,5,504,0,651,5,50,651,51,0,327257_504,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:32,00:06:15
0.67,5,505,0,470,5,50,470,30,0,327257_505,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:19:40,00:05:23
0.67,5,506,0,488,5,50,488,31,0,327257_506,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:02,00:05:45
0.67,5,507,0,446,5,50,446,28,0,327257_507,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:19:39,00:05:22
0.67,5,508,0,675,5,50,675,53,0,327257_508,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:17:34,00:03:17
0.67,5,509,0,834,5,50,834,65,0,327257_509,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:18:06,00:03:49
0.67,5,510,0,407,5,50,407,14,0,327257_510,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:16:18,00:02:01
0.67,5,511,0,683,5,49,683,66,0,327257_511,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:18:02,00:03:45
0.67,5,512,0,703,5,50,703,55,0,327257_512,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:17:39,00:03:22
0.67,5,513,0,683,5,51,683,42,0,327257_513,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:17:19,00:03:02
0.67,5,514,0,658,5,50,658,50,0,327257_514,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:17:24,00:03:07
0.67,5,515,0,531,5,50,531,21,0,327257_515,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:16:27,00:02:10
0.67,5,516,0,589,5,50,589,33,0,327257_516,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:20:04,00:05:47
0.67,5,517,0,828,5,50,828,71,0,327257_517,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:18:16,00:03:59
0.67,5,518,0,639,5,50,639,58,0,327257_518,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:17:38,00:03:21
0.67,5,519,0,529,5,50,529,42,0,327257_519,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:17:11,00:02:54
0.67,5,520,0,441,5,50,441,20,0,327257_520,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:16:35,00:02:18
0.67,5,521,0,704,5,52,704,57,0,327257_521,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:21:10,00:06:53
0.67,5,522,0,523,5,50,523,42,0,327257_522,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:14:17,2021-09-30T23:16:58,00:02:41
0.67,5,523,0,357,5,0,356,13,2,327257_523,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:18:31,00:02:56
0.67,5,524,0,530,5,51,530,37,0,327257_524,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:21:19,00:05:44
0.67,5,525,0,397,5,50,397,29,0,327257_525,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:20:22,00:04:47
0.67,5,526,0,630,5,49,630,29,2,327257_526,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:21:26,00:05:51
0.67,5,527,0,722,5,51,722,62,0,327257_527,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:22:14,00:06:39
0.67,5,528,0,1238,5,51,1238,92,0,327257_528,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:23:50,00:08:15
0.67,5,529,0,790,5,50,790,42,1,327257_529,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:21:36,00:06:01
0.67,5,530,0,502,5,50,502,37,0,327257_530,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:20:41,00:05:06
0.67,5,531,0,480,5,50,480,37,0,327257_531,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:21:07,00:05:32
0.67,5,532,0,414,5,50,414,17,0,327257_532,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:20:12,00:04:37
0.67,5,533,0,639,5,49,639,46,0,327257_533,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:21:34,00:05:59
0.67,5,534,0,958,5,50,958,56,0,327257_534,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:22:22,00:06:47
0.67,5,535,0,472,5,50,472,36,0,327257_535,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:21:28,00:05:53
0.67,5,536,0,423,5,51,423,23,0,327257_536,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:20:44,00:05:09
0.67,5,537,0,688,5,50,688,40,0,327257_537,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:21:45,00:06:10
0.67,5,538,0,1080,5,50,1080,74,0,327257_538,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:22:59,00:07:24
0.67,5,539,0,434,5,50,434,23,0,327257_539,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:20:26,00:04:51
0.67,5,540,0,605,5,50,605,71,0,327257_540,extinctio+,COMPLETED,0:0,12:00:00,2021-09-30T23:15:35,2021-09-30T23:22:36,00:07:01
