,t,G1_cell_count,G2_cell_count
139,58.41713702478737,20,19
140,58.49267899580261,19,20
141,59.296013162306636,21,19
142,59.40197066880879,20,19
143,59.42329901201228,18,19
144,59.54249101982233,20,18
145,60.04783777152659,18,18
146,60.49991458406543,17,19
147,60.743651213213404,15,19
148,61.012740363700615,14,19
149,61.017053787190314,12,19
150,62.08843741874112,10,19
151,62.53742169662048,9,20
152,63.18959662970046,11,19
153,63.62205731263131,10,19
154,64.76719379642064,8,19
155,64.86803871119284,7,19
156,65.1180981179293,9,18
157,65.51294824250462,8,18
158,65.64167938911541,10,17
159,65.65052800944667,12,16
160,66.57507490438569,14,15
161,66.58284649475928,13,16
162,67.29965796925113,11,16
163,67.50309397522749,9,16
164,68.99255226779324,11,15
165,69.81894942623573,10,16
166,70.95705256951089,9,16
167,71.80066093225267,11,15
168,72.58085451362695,13,14
169,73.12613207604772,11,14
170,73.75363642595386,10,14
171,73.76314139999101,8,14
172,74.58496086215902,6,14
173,74.92032077756625,8,13
174,75.67024667377245,7,14
175,76.77382160442363,9,13
176,76.81399929242474,7,13
177,77.19906134920703,6,14
178,78.12572885327245,8,13
179,78.75750248239515,7,14
180,79.04891412786331,6,15
181,79.13613746128563,5,16
182,79.33651274127163,4,16
183,80.6064301434457,3,17
184,82.9748294180845,1,17
185,83.94597246729019,0,17
186,99.92538347374634,2,16
187,101.7580307396107,4,15
188,103.66017501015472,3,16
189,105.56146471031037,2,16
190,107.20874710469462,4,15
191,107.41810037130746,2,15
192,107.53275787405184,4,14
193,107.6026604054629,6,13
194,108.41713702478737,8,12
195,108.4926789958026,10,11
196,110.49991458406544,12,10
197,111.43745992252092,11,11
198,112.53742169662047,13,10
199,116.16714687507474,12,11
200,116.58284649475928,14,10
201,116.67533371256525,12,10
202,117.26743388766572,10,10
203,117.37681078975596,8,10
204,118.37680708348212,6,10
205,118.44837316128603,4,10
206,119.02695936689587,3,11
207,119.81894942623573,5,10
208,121.23489324360771,4,10
209,123.64993560185292,2,10
210,125.67024667377245,4,9
211,126.06256699249832,2,9
212,127.19906134920703,4,8
213,128.75750248239515,6,7
214,129.04891412786333,8,6
215,129.1361374612856,10,5
216,130.60643014344572,12,4
217,132.48078413453456,11,5
218,134.04909999097214,10,6
219,136.0279796024801,8,6
220,138.8816641159916,6,6
221,140.93326863619123,5,7
222,140.95582605680656,3,7
223,inf,3,7
