sim,initial_timestep,final_timestep,initial_cell_count,final_cell_count,last_alive_timestep,num_apoptosis,num_extrusion,JobID,JobName,State,ExitCode,Timelimit,Start,End,Elapsed,initial-b-ratio,random-labelling,cell-a-target-area,cell-b-target-area,cell-a-elasticity-parameter,cell-b-elasticity-parameter,cell-a-contractility-parameter,cell-b-contractility-parameter,cell-a-line-tension-parameter,cell-b-line-tension-parameter,cell-a-g1-duration,cell-b-g1-duration,cell-a-g2-duration,cell-b-g2-duration,cell-ab-line-tension-parameter,seed,simulation-id,initial_cell_count_0,final_cell_count_0,last_alive_timestep_0,num_apoptosis_0,num_extrusion_0,initial_cell_count_1,final_cell_count_1,last_alive_timestep_1,num_apoptosis_1,num_extrusion_1
000400,0,250,36,115,250,0,79,3435245_400,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T01:02:05,2023-09-06T01:04:04,00:01:59,0.5,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000400,000400,18,23,250,0,79,18,92,250,0,0
000401,0,250,36,114,250,0,77,3435245_401,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T01:02:05,2023-09-06T01:04:01,00:01:56,0.5,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000401,000401,18,12,250,0,77,18,102,250,0,0
000402,0,250,36,101,250,0,79,3435245_402,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T01:02:05,2023-09-06T01:03:59,00:01:54,0.5,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000402,000402,18,11,250,0,79,18,90,250,0,0
000403,0,250,36,102,250,0,78,3435245_403,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T01:02:05,2023-09-06T01:03:53,00:01:48,0.5,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000403,000403,18,6,250,0,78,18,96,250,0,0
000404,0,250,36,123,250,0,66,3435245_404,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T01:02:05,2023-09-06T01:03:58,00:01:53,0.5,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000404,000404,18,15,250,0,66,18,108,250,0,0
000405,0,250,36,105,250,0,75,3435245_405,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T01:02:05,2023-09-06T01:03:53,00:01:48,0.5,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000405,000405,18,12,250,0,75,18,93,250,0,0
000406,0,250,36,104,250,0,73,3435245_406,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T01:02:05,2023-09-06T01:03:47,00:01:42,0.5,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000406,000406,18,13,250,0,73,18,91,250,0,0
000407,0,250,36,122,250,0,71,3435245_407,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T01:02:05,2023-09-06T01:03:53,00:01:48,0.5,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000407,000407,18,12,250,0,71,18,110,250,0,0
000408,0,250,36,91,250,0,80,3435245_408,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T01:02:05,2023-09-06T01:03:42,00:01:37,0.5,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000408,000408,18,5,250,0,80,18,86,250,0,0
000409,0,250,36,114,250,0,78,3435245_409,mechanica+,COMPLETED,0:0,01:00:00,2023-09-06T01:02:05,2023-09-06T01:03:56,00:01:51,0.5,true,0.7040030418009942,0.8262182761904469,1.0247577587821262,1.3455124757632584,0.019976031564663425,0.039221314583531355,0.15693319520479854,0.0754237612425344,26.957163640135125,46.20244665900305,45.447729677870974,64.69301269673889,0.14787659143121365,00000409,000409,18,13,250,0,78,18,101,250,0,0
