,t,cell_count_A,cell_count_B,G1_cell_count_A,G1_cell_count_B,G2_cell_count_A,G2_cell_count_B
1208,307.49820391415403,275.0,4.0,84,4,191,0
1209,307.6472376367084,275.0,4.0,83,4,192,0
1210,307.9995567890403,276.0,4.0,85,4,191,0
1211,308.0831272692219,276.0,4.0,84,4,192,0
1212,308.15699474325504,277.0,4.0,86,4,191,0
1213,308.19978757604724,278.0,4.0,88,4,190,0
1214,308.2474939038639,277.0,4.0,87,4,190,0
1215,308.28937275108194,278.0,4.0,89,4,189,0
1216,308.45460580001173,276.0,4.0,87,4,189,0
1217,308.50236731760424,276.0,4.0,86,4,190,0
1218,308.6956488103854,275.0,4.0,85,4,190,0
1219,308.8566420841734,274.0,4.0,84,4,190,0
1220,308.8598330699974,273.0,4.0,83,4,190,0
1221,309.009689666185,272.0,4.0,82,4,190,0
1222,309.1464391635308,272.0,4.0,81,4,191,0
1223,309.5473985580189,273.0,4.0,83,4,190,0
1224,309.62422877389133,274.0,4.0,85,4,189,0
1225,309.62961403569363,275.0,4.0,87,4,188,0
1226,309.81264616347056,275.0,4.0,86,4,189,0
1227,309.860997738675,275.0,4.0,85,4,190,0
1228,310.6561255692452,275.0,4.0,84,4,191,0
1229,310.78467814442,276.0,4.0,86,4,190,0
1230,310.8359711704767,277.0,4.0,88,4,189,0
1231,310.91815968676127,277.0,4.0,87,4,190,0
1232,310.98999944552395,278.0,4.0,89,4,189,0
1233,311.19679429524643,278.0,4.0,88,4,190,0
1234,311.242596284715,278.0,4.0,87,4,191,0
1235,311.26393506043127,278.0,4.0,86,4,192,0
1236,311.30554616722486,278.0,4.0,85,4,193,0
1237,311.3595400044618,279.0,4.0,87,4,192,0
1238,311.47407177042714,279.0,4.0,86,4,193,0
1239,311.4954652434908,280.0,4.0,88,4,192,0
1240,311.936368143596,280.0,4.0,87,4,193,0
1241,312.1474501193341,281.0,4.0,89,4,192,0
1242,312.3429638101221,281.0,4.0,88,4,193,0
1243,312.4949240421858,281.0,4.0,87,4,194,0
1244,312.67575183930296,281.0,4.0,86,4,195,0
1245,312.9140281442952,281.0,4.0,85,4,196,0
1246,312.98677411022817,280.0,4.0,84,4,196,0
1247,313.23733485642686,280.0,4.0,83,4,197,0
1248,313.37183883812287,280.0,4.0,82,4,198,0
1249,313.47338451735993,281.0,4.0,84,4,197,0
1250,313.61253141947054,282.0,4.0,86,4,196,0
1251,313.6466375212432,282.0,4.0,86,3,196,1
1252,313.7220324886359,282.0,4.0,85,3,197,1
1253,313.7264830303533,283.0,4.0,87,3,196,1
1254,313.79872795568235,284.0,4.0,89,3,195,1
1255,314.0148379744035,284.0,4.0,88,3,196,1
1256,314.4265667940007,285.0,4.0,90,3,195,1
1257,314.4377089926913,285.0,4.0,89,3,196,1
1258,314.55764077164133,284.0,4.0,88,3,196,1
1259,314.62301649413666,284.0,4.0,87,3,197,1
1260,314.83857930838474,283.0,4.0,86,3,197,1
1261,314.96408089609247,284.0,4.0,88,3,196,1
1262,314.96990485259516,284.0,4.0,87,3,197,1
1263,315.0043630311162,284.0,4.0,86,3,198,1
1264,315.0870482712245,285.0,4.0,88,3,197,1
1265,315.6972616310008,285.0,4.0,87,3,198,1
1266,315.8021125367328,285.0,4.0,86,3,199,1
1267,315.85507727654294,286.0,4.0,88,3,198,1
1268,316.1719304490069,286.0,4.0,87,3,199,1
1269,316.1819032088513,287.0,4.0,89,3,198,1
1270,316.19015040376075,287.0,4.0,88,3,199,1
1271,316.25443858280835,286.0,4.0,87,3,199,1
1272,316.3412073349335,286.0,4.0,86,3,200,1
1273,316.45506244823014,286.0,4.0,85,3,201,1
1274,316.4781676829501,285.0,4.0,84,3,201,1
1275,316.73744167815477,285.0,4.0,83,3,202,1
1276,316.8987610161434,285.0,4.0,82,3,203,1
1277,317.1629712880748,285.0,4.0,82,2,203,2
1278,317.4013069568758,285.0,4.0,81,2,204,2
1279,317.5594508402883,285.0,4.0,80,2,205,2
1280,317.56672781816815,286.0,4.0,82,2,204,2
1281,317.5829427849004,286.0,4.0,81,2,205,2
1282,318.01075682116965,285.0,4.0,80,2,205,2
1283,318.56737007666663,283.0,4.0,78,2,205,2
1284,318.64346095419717,284.0,4.0,80,2,204,2
1285,318.795577695783,283.0,4.0,79,2,204,2
1286,318.8488554965367,283.0,4.0,78,2,205,2
1287,318.8546949246235,283.0,4.0,77,2,206,2
1288,318.9971592549418,283.0,4.0,76,2,207,2
1289,319.0138687495463,283.0,4.0,75,2,208,2
1290,319.10300465808996,284.0,4.0,77,2,207,2
1291,319.1044682811875,285.0,4.0,79,2,206,2
1292,319.24727464857347,283.0,4.0,77,2,206,2
1293,319.72259121172414,283.0,4.0,76,2,207,2
1294,319.7697081960648,283.0,3.0,76,1,207,2
1295,319.8894097382633,283.0,3.0,75,1,208,2
1296,319.9478511099755,282.0,3.0,74,1,208,2
1297,320.05556826573996,282.0,3.0,73,1,209,2
1298,320.36031641945874,283.0,3.0,75,1,208,2
1299,320.75540669624144,281.0,3.0,73,1,208,2
1300,321.23776991949524,281.0,3.0,72,1,209,2
1301,321.27323507715505,281.0,3.0,71,1,210,2
1302,321.399318676769,279.0,3.0,69,1,210,2
1303,321.6237075199702,279.0,3.0,68,1,211,2
1304,321.75353526570785,279.0,3.0,67,1,212,2
1305,321.7560751218732,279.0,3.0,66,1,213,2
1306,321.8660852511668,277.0,3.0,64,1,213,2
1307,322.14033027448636,277.0,3.0,63,1,214,2
1308,322.57459414997834,278.0,3.0,65,1,213,2
1309,322.68220332051095,278.0,3.0,64,1,214,2
1310,322.82335778712707,277.0,3.0,63,1,214,2
1311,322.9562314601483,277.0,3.0,62,1,215,2
1312,323.33551778414227,277.0,3.0,61,1,216,2
1313,323.40935142969016,277.0,3.0,60,1,217,2
1314,323.46846451707665,277.0,3.0,59,1,218,2
1315,323.60540670013904,278.0,3.0,61,1,217,2
1316,323.9936060416578,278.0,3.0,60,1,218,2
1317,324.22579422552906,277.0,3.0,59,1,218,2
1318,324.2617549933632,277.0,3.0,58,1,219,2
1319,324.47074007509303,278.0,3.0,60,1,218,2
1320,324.5320627079092,276.0,3.0,58,1,218,2
1321,324.6233779006708,275.0,3.0,57,1,218,2
1322,324.626229650548,275.0,3.0,56,1,219,2
1323,324.6758708375254,275.0,3.0,55,1,220,2
1324,324.7018777676443,276.0,3.0,57,1,219,2
1325,324.72179337953276,276.0,3.0,56,1,220,2
1326,324.96092854708394,276.0,3.0,55,1,221,2
1327,325.27569309275555,277.0,3.0,57,1,220,2
1328,325.44102025466145,277.0,3.0,56,1,221,2
1329,325.4608985527927,277.0,3.0,55,1,222,2
1330,325.53330992402607,278.0,3.0,57,1,221,2
1331,325.6176048861402,279.0,3.0,59,1,220,2
1332,326.30239584931866,280.0,3.0,61,1,219,2
1333,326.45002263421026,281.0,3.0,63,1,218,2
1334,326.5624864213579,281.0,2.0,63,0,218,2
1335,326.693139164764,280.0,2.0,62,0,218,2
1336,326.9464845698118,279.0,2.0,61,0,218,2
1337,326.96005007115576,279.0,2.0,60,0,219,2
1338,327.02831516220124,280.0,2.0,62,0,218,2
1339,327.29186588625987,280.0,2.0,61,0,219,2
1340,327.3624980890935,280.0,2.0,60,0,220,2
1341,327.42086355014777,279.0,2.0,59,0,220,2
1342,327.5641436684182,279.0,2.0,58,0,221,2
1343,327.67706085478005,278.0,2.0,57,0,221,2
1344,327.7431283550578,278.0,2.0,56,0,222,2
1345,328.0087278798618,277.0,2.0,55,0,222,2
1346,328.26279207662515,278.0,2.0,57,0,221,2
1347,328.30108213247644,278.0,2.0,56,0,222,2
1348,328.3975084553819,278.0,2.0,55,0,223,2
1349,328.6653455929276,277.0,2.0,54,0,223,2
1350,328.8021359589289,277.0,2.0,53,0,224,2
1351,329.63078694315567,276.0,2.0,52,0,224,2
1352,330.24928590272486,276.0,2.0,51,0,225,2
1353,330.43459762504233,276.0,2.0,50,0,226,2
1354,330.6760588822045,276.0,2.0,49,0,227,2
1355,330.75018269840683,276.0,2.0,48,0,228,2
1356,330.7529726016692,276.0,2.0,47,0,229,2
1357,330.79115659289096,277.0,2.0,49,0,228,2
1358,330.8371612604157,277.0,2.0,48,0,229,2
1359,330.925049757796,276.0,2.0,47,0,229,2
1360,331.1138039849451,277.0,2.0,49,0,228,2
1361,331.5525161688095,277.0,2.0,48,0,229,2
1362,331.61438875411955,275.0,2.0,46,0,229,2
1363,331.6816323059798,275.0,2.0,45,0,230,2
1364,331.8060803812888,275.0,2.0,44,0,231,2
1365,331.9103506030403,276.0,2.0,46,0,230,2
1366,331.93770485980684,276.0,2.0,45,0,231,2
1367,332.0121254475259,277.0,2.0,47,0,230,2
1368,332.1017648842042,276.0,2.0,46,0,230,2
1369,332.44147331506156,277.0,2.0,48,0,229,2
1370,332.48502562846954,276.0,2.0,47,0,229,2
1371,332.6738684112649,277.0,2.0,49,0,228,2
1372,332.71940190334846,277.0,2.0,48,0,229,2
1373,332.73614838659535,276.0,2.0,47,0,229,2
1374,332.7408586042551,277.0,2.0,49,0,228,2
1375,332.892583562412,278.0,2.0,51,0,227,2
1376,333.06324050917874,278.0,2.0,50,0,228,2
1377,333.59785182172743,279.0,2.0,52,0,227,2
1378,333.6466375212432,279.0,3.0,52,2,227,1
1379,334.16277724330604,279.0,3.0,51,2,228,1
1380,334.3158412246484,279.0,3.0,50,2,229,1
1381,334.3264279082906,279.0,3.0,49,2,230,1
1382,334.49118201533713,279.0,3.0,48,2,231,1
1383,334.6271058645678,278.0,3.0,47,2,231,1
1384,334.7551830839929,278.0,3.0,46,2,232,1
1385,334.76474911214353,279.0,3.0,48,2,231,1
1386,334.7927937132248,278.0,3.0,47,2,231,1
1387,334.8057971934002,278.0,3.0,46,2,232,1
1388,334.82113482756665,278.0,3.0,45,2,233,1
1389,334.8655726487097,277.0,3.0,44,2,233,1
1390,335.13629980555885,277.0,3.0,43,2,234,1
1391,335.3589764313664,278.0,3.0,45,2,233,1
1392,335.3662604821775,279.0,3.0,47,2,232,1
1393,335.3973226093598,280.0,3.0,49,2,231,1
1394,335.67585332198195,280.0,3.0,48,2,232,1
1395,335.9032126530236,278.0,3.0,46,2,232,1
1396,335.96677189113416,277.0,3.0,45,2,232,1
1397,336.0681753076181,278.0,3.0,47,2,231,1
1398,336.51500218469755,278.0,3.0,46,2,232,1
1399,336.98401590776007,278.0,3.0,45,2,233,1
1400,336.99048276406256,279.0,3.0,47,2,232,1
1401,337.087724936062,278.0,3.0,46,2,232,1
1402,337.1629712880748,278.0,4.0,46,4,232,0
1403,337.48167156722604,278.0,4.0,45,4,233,0
1404,337.50212389346086,277.0,4.0,44,4,233,0
1405,337.6010042166749,277.0,4.0,43,4,234,0
1406,338.4442523092207,278.0,4.0,45,4,233,0
1407,338.6789585957686,279.0,4.0,47,4,232,0
1408,338.9238752360456,279.0,4.0,46,4,233,0
1409,339.130798813996,277.0,4.0,44,4,233,0
1410,339.1592240798967,277.0,4.0,43,4,234,0
1411,339.26900331139484,277.0,4.0,42,4,235,0
1412,339.399529268166,276.0,4.0,41,4,235,0
1413,339.9102804191078,275.0,4.0,40,4,235,0
1414,340.148078143773,276.0,4.0,42,4,234,0
1415,340.28446268047355,276.0,4.0,41,4,235,0
1416,340.3493956077668,275.0,4.0,40,4,235,0
1417,340.4558695334141,275.0,4.0,39,4,236,0
1418,341.0393014806736,276.0,4.0,41,4,235,0
1419,341.07321098924876,275.0,4.0,40,4,235,0
1420,341.1864607367477,276.0,4.0,42,4,234,0
1421,341.6688032107477,277.0,4.0,44,4,233,0
1422,341.7389074067308,278.0,4.0,46,4,232,0
1423,341.9412009461289,278.0,4.0,45,4,233,0
1424,342.2090949144265,279.0,4.0,47,4,232,0
1425,342.2157709454446,279.0,4.0,46,4,233,0
1426,342.51581267577757,278.0,4.0,45,4,233,0
1427,342.6193607583598,278.0,4.0,44,4,234,0
1428,343.0949420580132,278.0,4.0,43,4,235,0
1429,343.25603283023236,278.0,4.0,42,4,236,0
1430,343.4423835830057,277.0,4.0,41,4,236,0
1431,343.752790162132,278.0,4.0,43,4,235,0
1432,343.83820034535023,277.0,4.0,42,4,235,0
1433,343.83947028713493,276.0,4.0,41,4,235,0
1434,344.19467530945417,276.0,4.0,40,4,236,0
1435,344.62660478102225,277.0,4.0,42,4,235,0
1436,344.65222351295944,277.0,4.0,41,4,236,0
1437,344.7270791226398,277.0,4.0,40,4,237,0
1438,344.9291302057214,276.0,4.0,39,4,237,0
1439,345.2494234395422,276.0,4.0,38,4,238,0
1440,345.3144942309342,277.0,4.0,40,4,237,0
1441,345.3641413782178,277.0,4.0,39,4,238,0
1442,345.88405480444555,277.0,4.0,38,4,239,0
1443,345.9190296644707,277.0,4.0,37,4,240,0
1444,346.41660372571687,278.0,4.0,39,4,239,0
1445,346.4756035326735,278.0,4.0,38,4,240,0
1446,346.8609748333623,278.0,4.0,37,4,241,0
1447,347.58558759207006,279.0,4.0,39,4,240,0
1448,347.7801629751125,280.0,4.0,41,4,239,0
1449,347.8257443777877,279.0,4.0,40,4,239,0
1450,348.2036156947674,279.0,4.0,39,4,240,0
1451,348.39895161381276,280.0,4.0,41,4,239,0
1452,348.6905643138609,280.0,4.0,40,4,240,0
1453,348.84426511821687,279.0,4.0,39,4,240,0
1454,349.62547913869093,278.0,4.0,38,4,240,0
1455,349.83358785813095,279.0,4.0,40,4,239,0
1456,350.3414238944182,278.0,4.0,39,4,239,0
1457,350.3972123499189,278.0,4.0,38,4,240,0
1458,350.47711395518957,276.0,4.0,36,4,240,0
1459,350.55019306574826,276.0,4.0,35,4,241,0
1460,350.66938583233195,276.0,4.0,34,4,242,0
1461,350.86876990914163,277.0,4.0,36,4,241,0
1462,350.9436782643614,278.0,4.0,38,4,240,0
1463,351.00105355454286,277.0,4.0,37,4,240,0
1464,351.298101948382,278.0,4.0,39,4,239,0
1465,351.32903611104456,279.0,4.0,41,4,238,0
1466,351.40754423716186,280.0,4.0,43,4,237,0
1467,351.5167064334217,280.0,4.0,42,4,238,0
1468,351.55424697535875,281.0,4.0,44,4,237,0
1469,351.5724053236071,282.0,4.0,46,4,236,0
1470,351.7054923040615,283.0,4.0,48,4,235,0
1471,351.85872761151063,284.0,4.0,50,4,234,0
1472,352.4502662060478,284.0,4.0,49,4,235,0
1473,352.7351198631765,285.0,4.0,51,4,234,0
1474,352.83552132599493,286.0,4.0,53,4,233,0
1475,352.96469419889365,286.0,4.0,52,4,234,0
1476,353.2502603033253,286.0,4.0,51,4,235,0
1477,353.91921287408326,287.0,4.0,53,4,234,0
1478,353.9794202340692,288.0,4.0,55,4,233,0
1479,353.984709666927,288.0,4.0,54,4,234,0
1480,354.17798097353204,288.0,4.0,53,4,235,0
1481,354.28744152170265,288.0,4.0,52,4,236,0
1482,354.3663441546928,288.0,4.0,51,4,237,0
1483,354.47086307576615,288.0,4.0,50,4,238,0
1484,355.0084818386327,289.0,4.0,52,4,237,0
1485,355.12773416166226,289.0,4.0,51,4,238,0
1486,355.42893553748786,289.0,4.0,50,4,239,0
1487,355.4582514381672,289.0,4.0,49,4,240,0
1488,355.49887206182876,290.0,4.0,51,4,239,0
1489,355.65538058736576,290.0,4.0,50,4,240,0
1490,355.6922893709152,291.0,4.0,52,4,239,0
1491,355.8549703011119,289.0,4.0,50,4,239,0
1492,355.8942860616987,289.0,4.0,49,4,240,0
1493,355.96430495757704,289.0,4.0,48,4,241,0
1494,356.1241444385862,290.0,4.0,50,4,240,0
1495,356.2481804931086,290.0,4.0,49,4,241,0
1496,356.6989545381624,289.0,4.0,48,4,241,0
1497,356.85104636463217,288.0,4.0,47,4,241,0
1498,357.164654218457,289.0,4.0,49,4,240,0
1499,357.5552880770469,288.0,4.0,48,4,240,0
1500,357.603666503089,288.0,2.0,48,2,240,0
1501,357.7295758562719,288.0,2.0,47,2,241,0
1502,357.8772616530179,289.0,2.0,49,2,240,0
1503,358.0246786393656,289.0,2.0,48,2,241,0
1504,358.3876561023808,289.0,2.0,47,2,242,0
1505,358.4287605978596,290.0,2.0,49,2,241,0
1506,358.5329813438447,291.0,2.0,51,2,240,0
1507,358.70569438378413,290.0,2.0,50,2,240,0
1508,359.28484814089035,291.0,2.0,52,2,239,0
1509,359.30938093018113,291.0,2.0,51,2,240,0
1510,359.31371254610445,292.0,2.0,53,2,239,0
1511,359.34113338891024,293.0,2.0,55,2,238,0
1512,359.34932742647425,291.0,2.0,53,2,238,0
1513,359.3913320614014,291.0,2.0,52,2,239,0
1514,359.51324994524657,291.0,2.0,51,2,240,0
1515,359.7118666430438,291.0,2.0,50,2,241,0
1516,359.7875935764544,291.0,2.0,49,2,242,0
1517,359.8171436939617,292.0,2.0,51,2,241,0
1518,359.9440789566334,293.0,2.0,53,2,240,0
1519,359.9573677422554,293.0,2.0,52,2,241,0
1520,360.02453135503595,292.0,2.0,51,2,241,0
1521,360.320930431128,292.0,2.0,50,2,242,0
1522,360.38965379026655,292.0,2.0,49,2,243,0
1523,360.4528444914934,292.0,2.0,48,2,244,0
1524,360.9487283099437,291.0,2.0,47,2,244,0
1525,361.05301602838625,291.0,2.0,46,2,245,0
1526,361.09095640812353,292.0,2.0,48,2,244,0
1527,361.1200991658713,292.0,0.0,48,0,244,0
1528,361.5424768893471,293.0,0.0,50,0,243,0
1529,361.84462395597194,293.0,0.0,49,0,244,0
1530,361.8672045550287,293.0,0.0,48,0,245,0
1531,362.0414885614434,293.0,0.0,47,0,246,0
1532,362.06671474789624,294.0,0.0,49,0,245,0
1533,362.3957437302449,293.0,0.0,48,0,245,0
1534,362.4640969353651,293.0,0.0,47,0,246,0
1535,362.50955236926444,294.0,0.0,49,0,245,0
1536,362.5124914011096,295.0,0.0,51,0,244,0
1537,362.7765480884943,296.0,0.0,53,0,243,0
1538,362.8416217678943,297.0,0.0,55,0,242,0
1539,363.11527871924466,297.0,0.0,54,0,243,0
1540,363.3717837145961,298.0,0.0,56,0,242,0
1541,363.57865469659276,299.0,0.0,58,0,241,0
1542,363.8485332919832,299.0,0.0,57,0,242,0
1543,363.87738474090327,299.0,0.0,56,0,243,0
1544,364.0300013895498,300.0,0.0,58,0,242,0
1545,364.0748464482892,301.0,0.0,60,0,241,0
1546,364.2488610681074,301.0,0.0,59,0,242,0
1547,364.2796038094601,301.0,0.0,58,0,243,0
1548,364.3068813523936,301.0,0.0,57,0,244,0
1549,364.70162801862733,302.0,0.0,59,0,243,0
1550,364.74715827785764,303.0,0.0,61,0,242,0
1551,364.81240095659433,303.0,0.0,60,0,243,0
1552,365.0667630371791,302.0,0.0,59,0,243,0
1553,365.0913121385876,302.0,0.0,58,0,244,0
1554,365.20433892558975,302.0,0.0,57,0,245,0
1555,365.22012940969506,301.0,0.0,56,0,245,0
1556,365.2258686384969,301.0,0.0,55,0,246,0
1557,365.2649985823976,302.0,0.0,57,0,245,0
1558,365.31678181304454,302.0,0.0,56,0,246,0
1559,365.3912273505466,303.0,0.0,58,0,245,0
1560,365.81528518366,303.0,0.0,57,0,246,0
1561,366.1071342396753,304.0,0.0,59,0,245,0
1562,366.268547706,303.0,0.0,58,0,245,0
1563,366.5859179230661,304.0,0.0,60,0,244,0
1564,366.5929731082324,304.0,0.0,59,0,245,0
1565,366.8144334271348,304.0,0.0,58,0,246,0
1566,367.1256875364399,305.0,0.0,60,0,245,0
1567,367.24377040424696,306.0,0.0,62,0,244,0
1568,367.46186501644155,307.0,0.0,64,0,243,0
1569,367.57208525133984,308.0,0.0,66,0,242,0
1570,367.59926996246304,308.0,0.0,65,0,243,0
1571,367.6145722742861,308.0,0.0,64,0,244,0
1572,367.65801958138013,308.0,0.0,63,0,245,0
1573,367.8685205052377,307.0,0.0,62,0,245,0
1574,368.21487786712265,307.0,0.0,61,0,246,0
1575,368.2812150317354,308.0,0.0,63,0,245,0
1576,368.39838887398173,308.0,0.0,62,0,246,0
1577,368.4928546471,308.0,0.0,61,0,247,0
1578,368.65900262658334,309.0,0.0,63,0,246,0
1579,368.7566742740945,310.0,0.0,65,0,245,0
1580,369.12205594834694,311.0,0.0,67,0,244,0
1581,369.1534228379277,312.0,0.0,69,0,243,0
1582,369.3475381142131,312.0,0.0,68,0,244,0
1583,369.37486375440625,312.0,0.0,67,0,245,0
1584,369.3805752978595,312.0,0.0,66,0,246,0
1585,369.5281168417278,311.0,0.0,65,0,246,0
1586,369.7095068710863,312.0,0.0,67,0,245,0
1587,369.83127835126305,313.0,0.0,69,0,244,0
1588,370.24677829673476,313.0,0.0,68,0,245,0
1589,370.6105417802626,314.0,0.0,70,0,244,0
1590,370.81410202331887,315.0,0.0,72,0,243,0
1591,370.8554374207719,315.0,0.0,71,0,244,0
1592,371.1389678929123,316.0,0.0,73,0,243,0
1593,371.14706643437125,316.0,0.0,72,0,244,0
1594,371.35572771612175,316.0,0.0,71,0,245,0
1595,371.49583955329524,316.0,0.0,70,0,246,0
1596,371.5845004399882,317.0,0.0,72,0,245,0
1597,371.7899405132369,318.0,0.0,74,0,244,0
1598,371.85188598033886,319.0,0.0,76,0,243,0
1599,371.9431100123069,320.0,0.0,78,0,242,0
1600,371.9947595116202,320.0,0.0,77,0,243,0
1601,372.2894879501112,320.0,0.0,76,0,244,0
1602,372.3891808121989,321.0,0.0,78,0,243,0
1603,372.40934067567196,321.0,0.0,77,0,244,0
1604,372.6597444312446,321.0,0.0,76,0,245,0
1605,372.7760785330992,321.0,0.0,75,0,246,0
1606,373.3503375675188,321.0,0.0,74,0,247,0
1607,373.6270176956837,321.0,0.0,73,0,248,0
1608,373.6306414603866,321.0,0.0,72,0,249,0
1609,374.23260459586646,321.0,0.0,71,0,250,0
1610,374.3755436528003,322.0,0.0,73,0,249,0
1611,374.3791349105622,322.0,0.0,72,0,250,0
1612,374.3864918115345,323.0,0.0,74,0,249,0
1613,374.4100430793762,324.0,0.0,76,0,248,0
1614,374.41447924375404,325.0,0.0,78,0,247,0
1615,374.497615724215,324.0,0.0,77,0,247,0
1616,374.562570341481,325.0,0.0,79,0,246,0
1617,374.75998707111444,325.0,0.0,78,0,247,0
1618,374.91216086043175,325.0,0.0,77,0,248,0
1619,374.94225677236864,326.0,0.0,79,0,247,0
1620,374.94330602406023,327.0,0.0,81,0,246,0
1621,375.10844545113207,328.0,0.0,83,0,245,0
1622,375.21951069747126,329.0,0.0,85,0,244,0
1623,375.24977491811944,329.0,0.0,84,0,245,0
1624,375.2886286872863,330.0,0.0,86,0,244,0
1625,375.31798431991274,331.0,0.0,88,0,243,0
1626,375.5490468515054,332.0,0.0,90,0,242,0
1627,375.6832263175849,332.0,0.0,89,0,243,0
1628,375.76569854806974,331.0,0.0,88,0,243,0
1629,376.06726575843237,332.0,0.0,90,0,242,0
1630,376.1266997280665,332.0,0.0,89,0,243,0
1631,376.1785977402271,330.0,0.0,87,0,243,0
1632,376.18352642431984,331.0,0.0,89,0,242,0
1633,376.1892657316675,332.0,0.0,91,0,241,0
1634,376.30562393612394,331.0,0.0,90,0,241,0
1635,376.3128267564693,332.0,0.0,92,0,240,0
1636,376.4278836270638,332.0,0.0,91,0,241,0
1637,376.49581117541805,330.0,0.0,89,0,241,0
1638,376.53718979743877,330.0,0.0,88,0,242,0
1639,376.641547068943,331.0,0.0,90,0,241,0
1640,376.64583747924604,330.0,0.0,89,0,241,0
1641,377.07780302976715,331.0,0.0,91,0,240,0
1642,377.21719714072407,331.0,0.0,90,0,241,0
1643,377.3045382627511,331.0,0.0,89,0,242,0
1644,377.3896664571291,331.0,0.0,88,0,243,0
1645,377.5048745547077,331.0,0.0,87,0,244,0
1646,377.93303126303243,332.0,0.0,89,0,243,0
1647,377.9404949851236,333.0,0.0,91,0,242,0
1648,378.178470891888,333.0,0.0,90,0,243,0
1649,378.1976555520624,334.0,0.0,92,0,242,0
1650,378.2032951478948,335.0,0.0,94,0,241,0
1651,378.31024318359135,336.0,0.0,96,0,240,0
1652,378.44966443357066,336.0,0.0,95,0,241,0
1653,378.480504335329,336.0,0.0,94,0,242,0
1654,378.61104335967497,336.0,0.0,93,0,243,0
1655,378.678012647273,337.0,0.0,95,0,242,0
1656,378.7779494938914,337.0,0.0,94,0,243,0
1657,378.7926150017923,338.0,0.0,96,0,242,0
1658,378.90347802838215,339.0,0.0,98,0,241,0
1659,379.1216019399265,338.0,0.0,97,0,241,0
1660,379.1616749717286,338.0,0.0,96,0,242,0
1661,379.2058288874389,339.0,0.0,98,0,241,0
1662,379.37802005699575,340.0,0.0,100,0,240,0
1663,379.7157428989046,341.0,0.0,102,0,239,0
1664,379.77110715588685,341.0,0.0,101,0,240,0
1665,379.8047098249099,341.0,0.0,100,0,241,0
1666,379.85102681568753,341.0,0.0,99,0,242,0
1667,379.9267217957538,341.0,0.0,98,0,243,0
1668,379.99100302667176,341.0,0.0,97,0,244,0
1669,380.03263028693823,341.0,0.0,96,0,245,0
1670,380.0623703770972,342.0,0.0,98,0,244,0
1671,380.3650984543661,341.0,0.0,97,0,244,0
1672,380.74610439948344,342.0,0.0,99,0,243,0
1673,380.82144740058453,342.0,0.0,98,0,244,0
1674,380.86372595018474,342.0,0.0,97,0,245,0
1675,380.91815961097643,343.0,0.0,99,0,244,0
1676,380.92263440643933,342.0,0.0,98,0,244,0
1677,381.1834889244131,343.0,0.0,100,0,243,0
1678,381.34384997269234,343.0,0.0,99,0,244,0
1679,381.3727418862701,344.0,0.0,101,0,243,0
1680,381.4042953955559,345.0,0.0,103,0,242,0
1681,381.7630286076074,345.0,0.0,102,0,243,0
1682,381.77162832775804,346.0,0.0,104,0,242,0
1683,381.8103260612699,347.0,0.0,106,0,241,0
1684,381.9052121548735,347.0,0.0,105,0,242,0
1685,382.0703642059606,347.0,0.0,104,0,243,0
1686,382.213775878227,347.0,0.0,103,0,244,0
1687,382.37474046688055,348.0,0.0,105,0,243,0
1688,382.39031210518294,349.0,0.0,107,0,242,0
1689,382.4513790358115,349.0,0.0,106,0,243,0
1690,382.55534773781557,349.0,0.0,105,0,244,0
1691,382.63531597252825,349.0,0.0,104,0,245,0
1692,382.6842468027351,350.0,0.0,106,0,244,0
1693,382.76573840191224,350.0,0.0,105,0,245,0
1694,382.8668470596479,349.0,0.0,104,0,245,0
1695,382.91275370460664,349.0,0.0,103,0,246,0
1696,382.94505888105476,349.0,0.0,102,0,247,0
1697,383.0225533568045,349.0,0.0,101,0,248,0
1698,383.12202977760364,350.0,0.0,103,0,247,0
1699,383.2598423584422,350.0,0.0,102,0,248,0
1700,383.292858325585,350.0,0.0,101,0,249,0
1701,383.3022567633341,351.0,0.0,103,0,248,0
1702,383.3655037991866,352.0,0.0,105,0,247,0
1703,383.4245054709698,352.0,0.0,104,0,248,0
1704,383.4571333081922,353.0,0.0,106,0,247,0
1705,383.47105013441694,354.0,0.0,108,0,246,0
1706,383.477851868691,355.0,0.0,110,0,245,0
1707,383.5441378731422,355.0,0.0,109,0,246,0
1708,383.571165955242,355.0,0.0,108,0,247,0
1709,383.61231398058806,356.0,0.0,110,0,246,0
1710,383.7014683322519,357.0,0.0,112,0,245,0
1711,383.702764912174,356.0,0.0,111,0,245,0
1712,383.88654500389407,357.0,0.0,113,0,244,0
1713,383.99828412349666,358.0,0.0,115,0,243,0
1714,384.3582517623873,358.0,0.0,114,0,244,0
1715,384.4890274709815,359.0,0.0,116,0,243,0
1716,384.49316210838066,359.0,0.0,115,0,244,0
1717,384.5260689136454,360.0,0.0,117,0,243,0
1718,384.55112579940817,361.0,0.0,119,0,242,0
1719,384.9962682173946,361.0,0.0,118,0,243,0
1720,385.02259833369277,361.0,0.0,117,0,244,0
1721,385.0636712382612,361.0,0.0,116,0,245,0
1722,385.0912356276104,362.0,0.0,118,0,244,0
1723,385.1031578156331,363.0,0.0,120,0,243,0
1724,385.1654438719384,364.0,0.0,122,0,242,0
