,t,G1_cell_count,G2_cell_count
5066,6293.889804984333,8,15
5067,6293.961097459536,10,14
5068,6300.657663571832,8,14
5069,6300.742514408671,10,13
5070,6300.820146092318,12,12
5071,6301.35449068722,10,12
5072,6302.214751882785,12,11
5073,6302.401766961436,14,10
5074,6303.954982873334,16,9
5075,6304.537491557298,18,8
5076,6306.568760536998,20,7
5077,6306.605433803895,22,6
5078,6307.05377575337,24,5
5079,6309.278324408235,26,4
5080,6310.390631777721,28,3
5081,6310.60811577865,30,2
5082,6313.720787741457,32,1
5083,6317.603218487687,34,0
5084,6326.368873970153,33,1
5085,6328.041050598257,32,2
5086,6330.430896472095,31,3
5087,6333.218384172127,30,4
5088,6336.121082439632,28,4
5089,6341.091555301674,27,5
5090,6342.43969371204,26,6
5091,6345.479502249217,25,7
5092,6345.859004417492,24,8
5093,6346.899122421239,23,9
5094,6351.291012100575,22,10
5095,6351.952394236863,21,11
5096,6352.715160521361,19,11
5097,6352.8433102185245,18,11
5098,6354.247281148295,17,12
5099,6355.25630851587,16,13
5100,6357.142263093239,15,14
5101,6357.816549960145,14,15
5102,6358.3865822363405,13,16
5103,6358.457592369471,12,17
5104,6359.058038568235,11,18
5105,6360.616476151907,10,19
5106,6361.3294667326645,9,20
5107,6362.786527162978,8,21
5108,6363.16532353908,7,21
5109,6363.4461759402775,6,21
5110,6364.263169786915,4,21
5111,6364.3770344090035,3,21
5112,6365.003960673835,2,21
5113,6365.214340960108,1,21
5114,6365.335666920927,0,21
5115,6376.368873970153,2,20
5116,6378.041050598257,4,19
5117,6380.430896472095,6,18
5118,6383.218384172127,8,17
5119,6391.091555301674,10,16
5120,6392.005854312736,8,16
5121,6392.43969371204,10,15
5122,6394.504890269429,8,15
5123,6395.479502249217,10,14
5124,6395.859004417492,12,13
5125,6396.899122421239,14,12
5126,6398.159645463418,12,12
5127,6401.291012100575,14,11
5128,6401.952394236863,16,10
5129,6402.563949555848,14,10
5130,6404.247281148295,16,9
5131,6405.25630851587,18,8
5132,6407.142263093239,20,7
5133,6407.816549960145,22,6
5134,6408.3865822363405,24,5
5135,6408.457592369471,26,4
5136,6409.058038568235,28,3
5137,6410.616476151907,30,2
5138,6411.3294667326645,32,1
5139,6412.786527162978,34,0
5140,6423.190392380341,33,1
5141,6427.587067690262,32,2
5142,6428.840150034007,31,3
5143,6437.563532779042,30,4
5144,6438.350426272917,29,5
5145,6438.730245610919,28,6
5146,6438.976970045526,27,7
5147,6440.828799587471,26,8
5148,6441.210601474714,25,9
5149,6441.882027039833,24,10
5150,6443.297565654972,23,11
5151,6444.074002953894,22,12
5152,6445.877221833337,21,12
5153,6447.449434052153,20,13
5154,6448.1814293906855,19,13
5155,6450.37665489381,18,14
5156,6451.476698344399,17,15
5157,6451.84998959491,16,16
5158,6452.6806054176095,15,17
5159,6452.971559279566,13,17
5160,6457.025826311219,12,18
5161,6458.427410020442,11,19
5162,6459.70227432369,9,19
5163,6460.2399796972,8,19
5164,6460.867184103154,7,20
5165,6461.055897021683,6,20
5166,6461.282820486507,5,20
5167,6461.434829093493,3,20
5168,6461.761907160124,2,20
5169,6461.809716955494,0,20
5170,6473.190392380341,2,19
5171,6477.587067690262,4,18
5172,6478.840150034007,6,17
5173,6487.563532779042,8,16
5174,6487.575452698229,6,16
5175,6488.350426272917,8,15
5176,6488.730245610919,10,14
5177,6488.976970045526,12,13
5178,6490.828799587471,14,12
5179,6491.210601474714,16,11
5180,6491.882027039833,18,10
5181,6493.297565654972,20,9
5182,6494.074002953894,22,8
5183,6497.449434052153,24,7
5184,6497.457309754136,22,7
5185,6500.37665489381,24,6
5186,6501.476698344399,26,5
5187,6501.84998959491,28,4
5188,6502.271774745061,26,4
5189,6502.6806054176095,28,3
5190,6507.025826311219,30,2
